account_id,customer_id,account_type,currency,balance,opened_date,status,branch_code,interest_rate,last_activity_date
A0500,C0108,CREDIT,ZAR,-2814.14,2018-05-07,ACTIVE,BR415,11.15,2018-12-03
A0501,C0157,SAVINGS,ZAR,468110.88,2024-06-09,FROZEN,BR912,4.37,2024-07-29
A0502,C0549,CHEQUE,ZAR,198048.44,2020-06-28,ACTIVE,BR742,0.0,2024-11-25
A0503,C0077,CREDIT,ZAR,-25634.54,2022-09-30,ACTIVE,BR548,11.04,2025-04-09
A0504,C0551,CREDIT,ZAR,-94656.32,2021-01-02,DORMANT,BR337,8.17,2024-05-25
A0505,C0437,FIXED_DEPOSIT,ZAR,1029632.46,2020-01-02,ACTIVE,BR584,7.39,2023-04-17
A0506,C0780,SAVINGS,ZAR,494838.91,2026-04-05,DORMANT,BR533,9.21,2026-07-23
A0507,C0023,FIXED_DEPOSIT,ZAR,142123.37,2025-02-17,ACTIVE,BR237,7.86,2026-06-23
A0508,C0511,CHEQUE,ZAR,98736.54,2024-07-03,ACTIVE,BR221,0.0,2025-07-01
A0509,C0511,CREDIT,ZAR,-63394.85,2026-08-06,ACTIVE,BR264,7.72,2026-08-15
A0510,C0107,MONEY_MARKET,ZAR,2569767.59,2018-08-14,CLOSED,BR892,9.42,2026-08-02
A0511,C0579,SAVINGS,ZAR,414950.2,2017-07-13,ACTIVE,BR477,11.56,2024-12-14
A0512,C0168,FIXED_DEPOSIT,ZAR,1991900.24,2023-03-16,ACTIVE,BR279,4.1,2025-04-23
A0513,C0564,FIXED_DEPOSIT,ZAR,700449.36,2016-10-09,ACTIVE,BR650,3.47,2021-08-16
A0514,C0970,MONEY_MARKET,ZAR,2359490.65,2016-04-08,ACTIVE,BR398,10.04,2025-10-05
A0515,C0261,MONEY_MARKET,ZAR,1974442.22,2023-12-14,ACTIVE,BR453,9.42,2025-07-22
A0516,C0291,FIXED_DEPOSIT,ZAR,1304100.46,2022-02-09,CLOSED,BR598,3.71,2025-07-11
A0517,C0066,SAVINGS,ZAR,221032.53,2020-10-05,ACTIVE,BR265,11.27,2021-08-16
A0518,C0097,CREDIT,ZAR,-59551.05,2023-06-14,ACTIVE,BR761,10.51,2025-01-21
A0519,C0807,SAVINGS,ZAR,381627.78,2018-07-22,DORMANT,BR783,6.25,2026-05-24
A0520,C0605,SAVINGS,ZAR,127647.26,2023-11-28,ACTIVE,BR810,6.34,2025-03-02
A0521,C0754,FIXED_DEPOSIT,ZAR,1992485.39,2016-04-15,ACTIVE,BR836,10.81,2022-04-19
A0522,C0681,MONEY_MARKET,ZAR,3202763.5,2019-03-28,ACTIVE,BR306,9.75,2019-07-23
A0523,C0985,CHEQUE,ZAR,169811.96,2020-10-05,ACTIVE,BR867,0.0,2021-02-03
A0524,C0662,CREDIT,ZAR,-41485.75,2024-02-21,ACTIVE,BR291,1.9,2026-08-21
A0525,C0387,CHEQUE,ZAR,87746.08,2020-08-29,ACTIVE,BR864,0.0,2024-11-22
A0526,C0446,MONEY_MARKET,ZAR,4765105.18,2020-08-22,ACTIVE,BR420,9.46,2023-05-04
A0527,C0831,FIXED_DEPOSIT,ZAR,1900758.48,2017-12-13,ACTIVE,BR912,10.69,2019-05-21
A0528,C0716,CHEQUE,ZAR,195663.91,2023-08-17,ACTIVE,BR702,0.0,2026-09-04
A0529,C0922,SAVINGS,ZAR,494284.97,2016-10-23,ACTIVE,BR533,7.14,2021-07-13
A0530,C0633,MONEY_MARKET,ZAR,3714828.5,2020-01-06,ACTIVE,BR984,5.93,2020-10-27
A0531,C0651,FIXED_DEPOSIT,ZAR,615813.88,2017-09-05,DORMANT,BR223,3.79,2017-12-24
A0532,C0217,CREDIT,ZAR,-75468.68,2017-11-03,DORMANT,BR164,6.0,2022-04-10
A0533,C0903,FIXED_DEPOSIT,ZAR,621268.09,2020-11-13,DORMANT,BR485,10.26,2022-02-06
A0534,C0253,CREDIT,ZAR,-51038.37,2020-04-20,ACTIVE,BR323,1.3,2024-04-20
A0535,C0628,MONEY_MARKET,ZAR,3186843.11,2026-01-08,ACTIVE,BR876,2.4,2026-02-23
A0536,C0450,MONEY_MARKET,ZAR,1909364.03,2023-09-08,DORMANT,BR931,1.61,2023-12-09
A0537,C0950,SAVINGS,ZAR,429171.67,2018-06-05,ACTIVE,BR933,7.07,2018-06-15
A0538,C0821,CHEQUE,ZAR,63577.12,2024-05-01,ACTIVE,BR839,0.0,2024-11-30
A0539,C0296,FIXED_DEPOSIT,ZAR,1851465.6,2024-09-27,ACTIVE,BR662,5.29,2025-02-18
A0540,C0933,CHEQUE,ZAR,104868.45,2021-12-24,ACTIVE,BR407,0.0,2024-08-10
A0541,C0068,CHEQUE,ZAR,46801.64,2018-08-14,ACTIVE,BR487,0.0,2026-06-02
A0542,C0704,SAVINGS,ZAR,241152.65,2020-03-11,ACTIVE,BR302,2.29,2021-03-26
A0543,C0714,SAVINGS,ZAR,390855.67,2018-12-03,ACTIVE,BR629,6.1,2022-06-22
A0544,C0138,CHEQUE,ZAR,174343.96,2016-09-17,ACTIVE,BR114,0.0,2023-04-02
A0545,C0250,FIXED_DEPOSIT,ZAR,887216.39,2019-03-15,ACTIVE,BR535,1.64,2021-05-18
A0546,C0542,SAVINGS,ZAR,402215.14,2023-10-31,ACTIVE,BR161,1.7,2026-07-10
A0547,C0320,CHEQUE,ZAR,37256.74,2016-12-17,ACTIVE,BR194,0.0,2017-09-08
A0548,C0444,FIXED_DEPOSIT,ZAR,967948.36,2018-07-26,ACTIVE,BR746,1.75,2018-09-24
A0549,C0562,MONEY_MARKET,ZAR,434200.39,2024-12-14,ACTIVE,BR146,7.88,2026-02-02
A0550,C0434,CREDIT,ZAR,-69880.77,2019-08-04,ACTIVE,BR565,10.57,2024-02-24
A0551,C0858,CREDIT,ZAR,-99770.04,2023-04-23,DORMANT,BR941,7.44,2024-06-01
A0552,C0829,CHEQUE,ZAR,142904.63,2026-05-14,ACTIVE,BR369,0.0,2026-06-05
A0553,C0414,CHEQUE,ZAR,1814.28,2016-02-20,ACTIVE,BR155,0.0,2018-03-18
A0554,C0896,CREDIT,ZAR,-66475.94,2020-11-03,ACTIVE,BR443,11.42,2021-01-19
A0555,C0851,FIXED_DEPOSIT,ZAR,284829.75,2026-04-07,ACTIVE,BR197,1.65,2026-05-16
A0556,C0419,SAVINGS,ZAR,240251.77,2020-07-11,ACTIVE,BR177,3.57,2022-02-11
A0557,C0881,SAVINGS,ZAR,200957.49,2017-01-25,DORMANT,BR310,10.69,2022-11-22
A0558,C0139,CHEQUE,ZAR,169840.51,2017-06-11,ACTIVE,BR132,0.0,2021-01-09
A0559,C0602,CHEQUE,ZAR,21750.8,2025-09-29,ACTIVE,BR148,0.0,2026-04-07
A0560,C0671,MONEY_MARKET,ZAR,186279.92,2017-07-26,CLOSED,BR856,7.87,2018-01-31
A0561,C0777,SAVINGS,ZAR,103946.5,2017-04-11,ACTIVE,BR314,3.18,2018-05-29
A0562,C0658,CHEQUE,ZAR,30733.41,2018-07-22,ACTIVE,BR487,0.0,2019-11-12
A0563,C0250,CHEQUE,ZAR,145252.17,2017-10-10,ACTIVE,BR952,0.0,2022-05-23
A0564,C0130,FIXED_DEPOSIT,ZAR,440990.89,2019-09-27,ACTIVE,BR509,4.08,2023-01-29
A0565,C0439,CREDIT,ZAR,-20694.87,2020-12-18,ACTIVE,BR697,6.64,2025-10-11
A0566,C0179,CHEQUE,ZAR,147811.74,2019-01-01,ACTIVE,BR697,0.0,2022-12-31
A0567,C0769,CHEQUE,ZAR,88032.5,2020-11-26,ACTIVE,BR740,0.0,2023-08-16
A0568,C0587,FIXED_DEPOSIT,ZAR,1104791.47,2023-06-04,ACTIVE,BR281,7.96,2024-09-21
A0569,C0855,FIXED_DEPOSIT,ZAR,1551050.09,2020-07-15,ACTIVE,BR281,12.47,2025-01-25
A0570,C0341,FIXED_DEPOSIT,ZAR,1129813.9,2025-02-16,ACTIVE,BR599,9.67,2026-03-22
A0571,C0807,CHEQUE,ZAR,45489.1,2020-02-23,ACTIVE,BR162,0.0,2024-10-25
A0572,C0108,MONEY_MARKET,ZAR,1369675.13,2019-05-14,ACTIVE,BR478,3.13,2023-11-25
A0573,C0380,CREDIT,ZAR,-84074.6,2023-10-29,DORMANT,BR896,12.41,2025-05-05
A0574,C0737,MONEY_MARKET,ZAR,1623014.65,2020-11-13,ACTIVE,BR313,7.23,2025-06-10
A0575,C0650,CHEQUE,ZAR,175542.7,2024-07-17,ACTIVE,BR447,0.0,2026-08-21
A0576,C0297,CHEQUE,ZAR,36522.33,2017-09-23,CLOSED,BR873,0.0,2022-01-30
A0577,C0607,MONEY_MARKET,ZAR,796136.0,2026-05-11,ACTIVE,BR586,1.48,2026-09-05
A0578,C0202,MONEY_MARKET,ZAR,3737485.98,2026-08-30,ACTIVE,BR329,4.39,2026-09-05
A0579,C0562,FIXED_DEPOSIT,ZAR,663762.0,2020-08-09,ACTIVE,BR352,8.53,2020-11-24
A0580,C0104,MONEY_MARKET,ZAR,1996817.09,2024-10-19,ACTIVE,BR403,7.29,2026-06-15
A0581,C0624,CHEQUE,ZAR,149170.41,2022-11-27,ACTIVE,BR906,0.0,2026-08-04
A0582,C0099,SAVINGS,ZAR,177306.87,2020-08-27,ACTIVE,BR612,1.5,2025-01-25
A0583,C0202,CREDIT,ZAR,-30536.18,2023-05-10,ACTIVE,BR350,0.78,2024-07-09
A0584,C0389,MONEY_MARKET,ZAR,341707.11,2017-06-19,ACTIVE,BR893,10.46,2017-07-05
A0585,C0550,SAVINGS,ZAR,306810.94,2019-01-26,DORMANT,BR667,11.35,2019-04-14
A0586,C0144,CREDIT,ZAR,-61340.25,2026-01-18,ACTIVE,BR312,1.91,2026-02-18
A0587,C0803,FIXED_DEPOSIT,ZAR,400954.03,2020-06-19,ACTIVE,BR901,9.78,2024-11-30
A0588,C0658,CHEQUE,ZAR,51984.09,2019-08-17,ACTIVE,BR692,0.0,2021-06-20
A0589,C0720,MONEY_MARKET,ZAR,1517861.84,2025-06-12,ACTIVE,BR310,11.51,2025-09-17
A0590,C0472,CREDIT,ZAR,-86130.54,2017-03-21,CLOSED,BR981,10.18,2024-04-15
A0591,C0221,FIXED_DEPOSIT,ZAR,796869.1,2016-02-16,ACTIVE,BR617,10.66,2017-01-08
A0592,C0658,SAVINGS,ZAR,206864.36,2018-01-13,CLOSED,BR835,4.01,2023-03-12
A0593,C0420,SAVINGS,ZAR,225803.77,2022-12-16,ACTIVE,BR521,8.68,2026-01-16
A0594,C0337,CHEQUE,ZAR,40238.1,2018-06-13,ACTIVE,BR207,0.0,2022-10-25
A0595,C0359,SAVINGS,ZAR,392655.09,2017-11-26,ACTIVE,BR216,5.32,2025-12-16
A0596,C0617,CHEQUE,ZAR,50782.27,2022-05-14,ACTIVE,BR879,0.0,2026-08-05
A0597,C0232,SAVINGS,ZAR,115888.74,2018-03-08,FROZEN,BR320,6.21,2025-08-25
A0598,C0494,MONEY_MARKET,ZAR,3301117.74,2025-05-05,ACTIVE,BR802,3.78,2026-06-15
A0599,C0047,SAVINGS,ZAR,412779.74,2019-02-26,ACTIVE,BR807,3.68,2019-11-07
A0600,C0445,SAVINGS,ZAR,246862.54,2025-09-12,ACTIVE,BR175,12.43,2026-06-17
A0601,C0411,SAVINGS,ZAR,5309.92,2017-02-28,ACTIVE,BR770,9.02,2024-08-05
A0602,C0026,SAVINGS,ZAR,23875.57,2024-08-26,ACTIVE,BR265,11.22,2024-10-04
A0603,C0576,CHEQUE,ZAR,165312.71,2021-12-09,ACTIVE,BR527,0.0,2022-08-09
A0604,C0558,MONEY_MARKET,ZAR,4996296.4,2026-04-09,ACTIVE,BR174,11.01,2026-09-10
A0605,C0299,SAVINGS,ZAR,72275.29,2018-10-06,CLOSED,BR888,2.91,2024-05-22
A0606,C0567,FIXED_DEPOSIT,ZAR,529654.94,2019-05-23,ACTIVE,BR161,3.01,2021-08-08
A0607,C0063,SAVINGS,ZAR,347709.94,2020-10-08,ACTIVE,BR787,1.65,2021-11-20
A0608,C0557,CHEQUE,ZAR,73342.3,2026-04-29,ACTIVE,BR906,0.0,2026-08-30
A0609,C0719,SAVINGS,ZAR,441891.46,2025-08-03,ACTIVE,BR218,2.94,2025-10-11
A0610,C0699,SAVINGS,ZAR,154787.59,2022-07-15,DORMANT,BR116,12.46,2024-03-27
A0611,C0889,MONEY_MARKET,ZAR,71325.12,2023-07-03,FROZEN,BR633,7.17,2023-12-30
A0612,C0123,FIXED_DEPOSIT,ZAR,273714.82,2017-01-11,ACTIVE,BR971,8.08,2020-08-01
A0613,C0497,CHEQUE,ZAR,186446.76,2026-03-10,ACTIVE,BR722,0.0,2026-05-03
A0614,C0870,MONEY_MARKET,ZAR,2574878.25,2021-05-05,ACTIVE,BR401,10.82,2022-05-24
A0615,C0245,CREDIT,ZAR,-44589.23,2016-10-20,CLOSED,BR138,11.52,2022-05-27
A0616,C0994,FIXED_DEPOSIT,ZAR,231285.51,2022-11-22,FROZEN,BR225,9.89,2024-06-30
A0617,C0657,CHEQUE,ZAR,26109.11,2018-10-18,ACTIVE,BR998,0.0,2019-05-02
A0618,C0244,SAVINGS,ZAR,41292.35,2023-12-18,ACTIVE,BR439,1.12,2025-08-20
A0619,C0190,MONEY_MARKET,ZAR,1973253.49,2023-06-04,ACTIVE,BR359,10.27,2025-04-24
A0620,C0180,CHEQUE,ZAR,150320.28,2019-08-16,ACTIVE,BR419,0.0,2020-06-18
A0621,C0649,SAVINGS,ZAR,181705.74,2017-07-23,ACTIVE,BR928,1.28,2025-06-29
A0622,C0556,MONEY_MARKET,ZAR,3006192.91,2022-07-19,ACTIVE,BR633,6.81,2024-07-23
A0623,C0620,MONEY_MARKET,ZAR,1447516.36,2020-05-18,ACTIVE,BR712,3.15,2021-01-12
A0624,C0109,SAVINGS,ZAR,295464.45,2020-02-21,ACTIVE,BR848,4.59,2025-03-15
A0625,C0680,FIXED_DEPOSIT,ZAR,1834858.92,2026-07-13,ACTIVE,BR472,9.84,2026-08-19
A0626,C0189,CHEQUE,ZAR,86892.24,2025-07-20,ACTIVE,BR566,0.0,2025-10-07
A0627,C0137,MONEY_MARKET,ZAR,3814087.15,2020-07-13,ACTIVE,BR475,0.81,2024-10-27
A0628,C0024,SAVINGS,ZAR,331702.08,2021-05-05,ACTIVE,BR979,12.49,2026-07-04
A0629,C0859,FIXED_DEPOSIT,ZAR,452739.75,2017-03-31,FROZEN,BR487,6.61,2021-12-19
A0630,C0042,CHEQUE,ZAR,156427.92,2018-12-03,ACTIVE,BR896,0.0,2020-01-27
A0631,C0992,SAVINGS,ZAR,319121.91,2016-01-15,DORMANT,BR518,7.0,2016-09-12
A0632,C0778,FIXED_DEPOSIT,ZAR,209578.31,2025-01-07,ACTIVE,BR244,0.59,2026-02-28
A0633,C0514,CHEQUE,ZAR,142623.58,2018-02-26,ACTIVE,BR991,0.0,2025-07-20
A0634,C0235,CHEQUE,ZAR,24279.17,2017-07-27,ACTIVE,BR279,0.0,2023-10-21
A0635,C0014,CHEQUE,ZAR,104890.26,2019-03-08,ACTIVE,BR987,0.0,2020-12-04
A0636,C0367,CREDIT,ZAR,-7.63,2018-02-27,ACTIVE,BR404,0.88,2021-03-20
A0637,C0744,SAVINGS,ZAR,375679.53,2016-06-08,ACTIVE,BR719,10.13,2018-12-29
A0638,C0801,FIXED_DEPOSIT,ZAR,212541.89,2025-12-24,ACTIVE,BR352,4.66,2026-01-08
A0639,C0327,FIXED_DEPOSIT,ZAR,1934692.36,2018-03-06,CLOSED,BR249,2.48,2025-05-22
A0640,C0135,CREDIT,ZAR,-7646.42,2022-08-22,ACTIVE,BR547,3.97,2026-03-23
A0641,C0570,FIXED_DEPOSIT,ZAR,1961283.02,2021-06-27,ACTIVE,BR575,6.79,2021-08-25
A0642,C0554,CHEQUE,ZAR,-1475.31,2026-05-23,ACTIVE,BR407,0.0,2026-06-05
A0643,C0932,CREDIT,ZAR,-13327.81,2019-03-24,CLOSED,BR348,4.12,2026-02-06
A0644,C0778,FIXED_DEPOSIT,ZAR,261232.85,2025-10-10,ACTIVE,BR879,11.38,2026-09-10
A0645,C0481,FIXED_DEPOSIT,ZAR,1115783.65,2019-03-25,ACTIVE,BR394,9.29,2026-04-12
A0646,C0038,CHEQUE,ZAR,30933.67,2022-03-05,ACTIVE,BR790,0.0,2025-04-15
A0647,C0024,CREDIT,ZAR,-61447.41,2018-07-03,ACTIVE,BR609,12.28,2024-10-09
A0648,C0233,SAVINGS,ZAR,232383.11,2023-07-22,ACTIVE,BR218,8.51,2024-02-06
A0649,C0677,CHEQUE,ZAR,122215.84,2025-03-28,CLOSED,BR555,0.0,2025-12-09
A0650,C0738,CHEQUE,ZAR,77511.98,2025-03-20,ACTIVE,BR426,0.0,2026-02-22
A0651,C0981,CREDIT,ZAR,-65551.94,2019-08-16,ACTIVE,BR481,7.61,2023-01-20
A0652,C0778,SAVINGS,ZAR,139200.85,2022-02-09,ACTIVE,BR854,0.51,2024-06-16
A0653,C0581,CREDIT,ZAR,-36236.72,2020-10-26,ACTIVE,BR467,11.23,2026-08-25
A0654,C0557,CREDIT,ZAR,-57084.92,2024-12-24,ACTIVE,BR845,1.08,2025-11-28
A0655,C0247,MONEY_MARKET,ZAR,1205964.7,2021-02-25,ACTIVE,BR480,5.83,2021-05-24
A0656,C0326,SAVINGS,ZAR,72036.42,2020-06-22,ACTIVE,BR328,5.52,2021-04-01
A0657,C0921,FIXED_DEPOSIT,ZAR,1108155.74,2022-08-04,ACTIVE,BR325,8.12,2025-06-17
A0658,C0491,FIXED_DEPOSIT,ZAR,1448543.05,2018-03-07,ACTIVE,BR264,8.18,2022-08-22
A0659,C0309,FIXED_DEPOSIT,ZAR,925065.64,2019-01-08,DORMANT,BR980,11.41,2022-08-23
A0660,C0289,SAVINGS,ZAR,337688.53,2021-12-17,ACTIVE,BR244,11.31,2022-12-08
A0661,C0525,CHEQUE,ZAR,-4022.68,2019-05-19,ACTIVE,BR181,0.0,2024-06-22
A0662,C0114,CHEQUE,ZAR,142629.99,2019-06-14,ACTIVE,BR994,0.0,2023-12-01
A0663,C0336,CREDIT,ZAR,-46542.28,2017-03-18,ACTIVE,BR388,10.65,2023-10-08
A0664,C0179,SAVINGS,ZAR,417064.77,2020-04-22,ACTIVE,BR487,0.68,2023-06-02
A0665,C0464,CHEQUE,ZAR,7593.99,2020-02-20,FROZEN,BR318,0.0,2022-08-15
A0666,C0814,CHEQUE,ZAR,64277.11,2022-12-16,ACTIVE,BR467,0.0,2023-12-22
A0667,C0085,CHEQUE,ZAR,61042.5,2025-07-06,ACTIVE,BR929,0.0,2025-09-15
A0668,C0232,CREDIT,ZAR,-95390.99,2020-05-03,ACTIVE,BR948,2.18,2025-03-20
A0669,C0927,MONEY_MARKET,ZAR,4414644.28,2018-01-22,ACTIVE,BR192,5.81,2019-03-04
A0670,C0975,MONEY_MARKET,ZAR,827022.85,2019-04-25,ACTIVE,BR234,0.82,2020-04-15
A0671,C0555,MONEY_MARKET,ZAR,4641675.37,2021-03-15,ACTIVE,BR222,4.81,2022-07-21
A0672,C0922,CREDIT,ZAR,-59387.98,2017-12-22,ACTIVE,BR586,10.8,2018-01-11
A0673,C0130,MONEY_MARKET,ZAR,4106063.23,2018-06-25,ACTIVE,BR320,1.95,2021-01-24
A0674,C0513,CREDIT,ZAR,-95484.23,2017-10-04,ACTIVE,BR941,4.8,2019-10-31
A0675,C0429,CHEQUE,ZAR,14520.03,2016-07-03,ACTIVE,BR208,0.0,2022-12-20
A0676,C0250,CHEQUE,ZAR,38387.52,2023-03-18,ACTIVE,BR601,0.0,2026-08-06
A0677,C0619,MONEY_MARKET,ZAR,355881.14,2016-12-13,ACTIVE,BR122,2.71,2023-06-22
A0678,C0102,FIXED_DEPOSIT,ZAR,759797.9,2020-10-28,ACTIVE,BR448,5.02,2023-12-22
A0679,C0527,MONEY_MARKET,ZAR,3712811.64,2016-09-19,ACTIVE,BR714,4.21,2024-11-14
A0680,C0637,MONEY_MARKET,ZAR,4068882.56,2022-07-01,ACTIVE,BR100,3.93,2024-06-04
A0681,C0761,CHEQUE,ZAR,43038.23,2017-07-13,CLOSED,BR766,0.0,2024-07-26
A0682,C0939,MONEY_MARKET,ZAR,3920107.74,2021-03-21,ACTIVE,BR391,4.48,2022-11-04
A0683,C0295,MONEY_MARKET,ZAR,4197440.59,2024-03-25,ACTIVE,BR901,9.38,2025-12-14
A0684,C0776,FIXED_DEPOSIT,ZAR,711960.08,2026-08-06,ACTIVE,BR816,11.45,2026-08-11
A0685,C0439,MONEY_MARKET,ZAR,4847522.5,2021-08-05,ACTIVE,BR448,1.2,2022-08-02
A0686,C0918,MONEY_MARKET,ZAR,3810345.51,2023-04-08,ACTIVE,BR127,9.91,2024-02-29
A0687,C0842,CREDIT,ZAR,-29970.68,2016-12-20,ACTIVE,BR660,1.16,2024-05-24
A0688,C0739,SAVINGS,ZAR,312511.29,2024-12-09,ACTIVE,BR351,1.33,2025-04-04
A0689,C0642,MONEY_MARKET,ZAR,2758117.62,2021-05-13,CLOSED,BR124,5.14,2025-12-29
A0690,C0438,MONEY_MARKET,ZAR,1062263.97,2023-02-04,ACTIVE,BR254,2.88,2025-10-26
A0691,C0365,SAVINGS,ZAR,292928.28,2022-01-17,ACTIVE,BR241,5.04,2025-08-11
A0692,C0292,CREDIT,ZAR,-35287.85,2024-01-30,ACTIVE,BR325,11.44,2024-04-24
A0693,C0867,SAVINGS,ZAR,76195.73,2019-03-17,ACTIVE,BR122,0.98,2021-12-13
A0694,C0345,MONEY_MARKET,ZAR,3875900.25,2025-04-23,ACTIVE,BR870,6.95,2026-07-31
A0695,C0250,CHEQUE,ZAR,139123.0,2025-10-18,ACTIVE,BR246,0.0,2026-02-27
A0696,C0614,MONEY_MARKET,ZAR,3310592.67,2019-11-12,ACTIVE,BR489,5.06,2022-03-15
A0697,C0774,CHEQUE,ZAR,192710.56,2021-05-14,ACTIVE,BR205,0.0,2024-02-13
A0698,C0821,CREDIT,ZAR,-31698.87,2018-04-06,ACTIVE,BR683,1.36,2022-01-31
A0699,C0537,CHEQUE,ZAR,23589.51,2026-04-23,ACTIVE,BR897,0.0,2026-07-02
A0700,C0398,SAVINGS,ZAR,401933.85,2025-02-18,ACTIVE,BR538,5.22,2025-08-25
A0701,C0887,MONEY_MARKET,ZAR,3975430.13,2020-12-28,ACTIVE,BR477,1.26,2022-08-11
A0702,C0287,MONEY_MARKET,ZAR,1613817.25,2018-01-19,ACTIVE,BR927,11.42,2023-07-14
A0703,C0402,FIXED_DEPOSIT,ZAR,634890.58,2023-07-18,ACTIVE,BR728,6.13,2025-11-05
A0704,C0452,FIXED_DEPOSIT,ZAR,1027505.47,2021-12-06,ACTIVE,BR263,2.48,2026-06-30
A0705,C0726,CREDIT,ZAR,-63239.18,2019-03-25,ACTIVE,BR414,5.38,2020-10-10
A0706,C0982,FIXED_DEPOSIT,ZAR,832418.69,2016-01-24,ACTIVE,BR681,5.53,2020-05-11
A0707,C0342,CREDIT,ZAR,-14125.17,2026-06-01,ACTIVE,BR788,1.15,2026-07-24
A0708,C0459,CHEQUE,ZAR,174542.29,2024-06-01,ACTIVE,BR283,0.0,2026-02-02
A0709,C0328,CHEQUE,ZAR,138941.44,2024-04-17,ACTIVE,BR698,0.0,2026-06-22
A0710,C0702,CHEQUE,ZAR,174853.82,2018-11-20,DORMANT,BR174,0.0,2020-05-09
A0711,C0309,CREDIT,ZAR,-56291.38,2017-03-27,ACTIVE,BR480,11.31,2019-04-28
A0712,C0201,CHEQUE,ZAR,55005.02,2024-10-30,ACTIVE,BR663,0.0,2026-09-14
A0713,C0933,SAVINGS,ZAR,172509.97,2019-03-21,ACTIVE,BR680,6.06,2020-10-01
A0714,C0885,FIXED_DEPOSIT,ZAR,1044307.26,2017-04-21,ACTIVE,BR153,6.01,2019-08-02
A0715,C0626,CHEQUE,ZAR,103588.46,2023-04-15,ACTIVE,BR563,0.0,2026-05-26
A0716,C0249,CHEQUE,ZAR,34578.91,2024-09-06,ACTIVE,BR259,0.0,2026-08-17
A0717,C0582,SAVINGS,ZAR,349388.52,2026-05-22,ACTIVE,BR165,9.11,2026-07-11
A0718,C0785,MONEY_MARKET,ZAR,3662727.1,2020-06-27,ACTIVE,BR301,5.38,2022-12-13
A0719,C0884,CHEQUE,ZAR,155683.78,2025-07-08,DORMANT,BR536,0.0,2025-10-18
A0720,C0069,SAVINGS,ZAR,494220.91,2017-04-07,DORMANT,BR945,2.32,2026-06-24
A0721,C0910,SAVINGS,ZAR,360048.7,2025-12-29,ACTIVE,BR615,11.52,2026-03-03
A0722,C0260,MONEY_MARKET,ZAR,3877512.4,2025-02-28,DORMANT,BR308,2.96,2025-10-03
A0723,C0463,MONEY_MARKET,ZAR,3394690.69,2025-07-09,ACTIVE,BR908,6.61,2026-06-27
A0724,C0416,CREDIT,ZAR,-50123.47,2022-10-15,ACTIVE,BR187,8.87,2024-12-03
A0725,C0344,SAVINGS,ZAR,320093.48,2025-07-21,ACTIVE,BR392,11.19,2026-05-23
A0726,C0576,CHEQUE,ZAR,197001.19,2016-04-08,CLOSED,BR386,0.0,2022-08-22
A0727,C0888,SAVINGS,ZAR,93979.83,2017-04-10,ACTIVE,BR478,9.66,2018-04-28
A0728,C0221,CREDIT,ZAR,-62579.96,2026-06-08,DORMANT,BR995,0.51,2026-06-21
A0729,C0401,FIXED_DEPOSIT,ZAR,228351.64,2019-04-10,ACTIVE,BR643,9.08,2026-06-22
A0730,C0899,SAVINGS,ZAR,24488.9,2022-01-24,CLOSED,BR851,6.61,2025-08-24
A0731,C0262,SAVINGS,ZAR,319064.88,2019-03-16,ACTIVE,BR162,3.76,2019-12-02
A0732,C0395,FIXED_DEPOSIT,ZAR,1788313.38,2020-07-19,ACTIVE,BR803,3.06,2024-04-01
A0733,C0650,CHEQUE,ZAR,129178.68,2021-11-09,ACTIVE,BR761,0.0,2023-01-27
A0734,C0470,MONEY_MARKET,ZAR,1632607.96,2019-06-24,ACTIVE,BR301,1.0,2026-08-24
A0735,C0945,SAVINGS,ZAR,201717.61,2017-02-26,CLOSED,BR490,3.88,2018-05-22
A0736,C0836,MONEY_MARKET,ZAR,2281474.71,2025-06-05,ACTIVE,BR193,12.04,2026-04-12
A0737,C0910,SAVINGS,ZAR,231348.58,2017-09-25,CLOSED,BR205,5.36,2024-07-13
A0738,C0573,CREDIT,ZAR,-35416.2,2023-10-13,ACTIVE,BR818,1.73,2024-04-21
A0739,C0529,SAVINGS,ZAR,463928.72,2020-02-07,ACTIVE,BR918,6.71,2024-11-02
A0740,C0583,SAVINGS,ZAR,285686.0,2016-12-14,DORMANT,BR494,5.76,2023-06-13
A0741,C0680,CREDIT,ZAR,-80079.38,2018-04-07,ACTIVE,BR587,10.94,2026-05-01
A0742,C0029,FIXED_DEPOSIT,ZAR,672350.52,2025-09-12,FROZEN,BR312,5.0,2026-01-20
A0743,C0553,FIXED_DEPOSIT,ZAR,143277.96,2023-03-21,ACTIVE,BR435,5.78,2024-01-22
A0744,C0253,CREDIT,ZAR,-63525.4,2020-02-22,ACTIVE,BR353,7.44,2025-11-07
A0745,C0164,CHEQUE,ZAR,74518.75,2019-03-02,ACTIVE,BR196,0.0,2024-05-31
A0746,C0573,MONEY_MARKET,ZAR,264406.05,2019-10-04,ACTIVE,BR652,10.27,2024-07-11
A0747,C0497,MONEY_MARKET,ZAR,3043524.11,2022-02-22,ACTIVE,BR934,11.0,2023-04-12
A0748,C0808,SAVINGS,ZAR,257767.68,2017-09-13,ACTIVE,BR945,6.04,2023-01-26
A0749,C0607,MONEY_MARKET,ZAR,2822869.31,2020-10-27,ACTIVE,BR361,4.3,2024-12-24
