payment_id,customer_id,account_id,policy_id,amount,currency,payment_date,payment_method,status,reference,failure_reason
PAY004476,C0141,A1151,POL0661,1079.0,ZAR,2025-10-21,CARD,COMPLETED,PAYREF56196138F6,
PAY004477,C0842,A0814,POL0168,2276.33,ZAR,2024-06-13,EFT,COMPLETED,PAYREF7D036CE2D0,
PAY004478,C0190,A1119,POL0265,453.82,ZAR,2026-06-20,CASH,COMPLETED,PAYREFB70A72DCDC,
PAY004479,C0639,A0068,,2097.66,ZAR,2026-08-26,EFT,COMPLETED,PAYREF68691D3E94,
PAY004480,C0123,A0310,POL0730,920.35,ZAR,2025-02-12,EFT,COMPLETED,PAYREFB1AC2856B5,
PAY004481,C0327,A0231,POL0669,691.66,ZAR,2025-05-21,MOBILE,COMPLETED,PAYREF4215D26D0A,
PAY004482,C0579,A1046,POL0125,759.94,ZAR,2026-07-24,CARD,COMPLETED,PAYREF2A2691DAAC,
PAY004483,C0256,A0557,POL0269,1790.83,ZAR,2025-05-03,CASH,FAILED,PAYREF7077A113FE,Technical error
PAY004484,C0232,A1414,,2378.3,ZAR,2025-01-22,CARD,COMPLETED,PAYREF3073357D20,
PAY004485,C0579,A0728,POL0240,760.2,ZAR,2024-01-10,MOBILE,FAILED,PAYREFB1F891CABE,Limit exceeded
PAY004486,C0367,A0565,POL0129,1547.37,ZAR,2024-04-25,DEBIT_ORDER,REVERSED,PAYREF8275C39EAB,
PAY004487,C0178,A0563,,1541.97,ZAR,2025-06-26,CARD,COMPLETED,PAYREFC99E3FA07F,
PAY004488,C0026,A0879,POL0615,2294.65,ZAR,2025-01-06,CARD,PENDING,PAYREF96A76E8A33,
PAY004489,C0401,A0158,,2942.21,ZAR,2025-12-08,DEBIT_ORDER,FAILED,PAYREF5616A5EE99,Account closed
PAY004490,C0686,A0690,POL0603,6709.11,ZAR,2025-01-03,MOBILE,COMPLETED,PAYREF5BCECB9555,
PAY004491,C0793,A1393,POL0305,688.72,ZAR,2024-09-19,DEBIT_ORDER,COMPLETED,PAYREFFF3B787807,
PAY004492,C0927,A1351,,4722.1,ZAR,2025-05-13,CARD,COMPLETED,PAYREF864D74823A,
PAY004493,C0199,A0398,POL0430,1232.84,ZAR,2026-05-12,CASH,COMPLETED,PAYREF196DE92242,
PAY004494,C0077,A0581,POL0201,366.94,ZAR,2024-08-01,CARD,COMPLETED,PAYREF348EFD9D63,
PAY004495,C0910,A0153,POL0287,572.22,ZAR,2025-03-31,EFT,COMPLETED,PAYREF3EE4E322A8,
PAY004496,C0681,A1364,,1747.53,ZAR,2024-09-16,DEBIT_ORDER,PENDING,PAYREFA8044AB5F9,
PAY004497,C0216,A0001,POL0060,2261.45,ZAR,2025-06-21,EFT,COMPLETED,PAYREFA4A85BCF74,
PAY004498,C0909,A0424,POL0445,396.92,ZAR,2025-09-17,CARD,COMPLETED,PAYREF7D409FF085,
PAY004499,C0795,A0104,POL0355,510.87,ZAR,2026-08-27,DEBIT_ORDER,COMPLETED,PAYREFA9CFF00EA4,
PAY004500,C0050,A0471,,643.48,ZAR,2024-11-01,CARD,COMPLETED,PAYREF50AA18FE71,
PAY004501,C0482,A0367,,462.49,ZAR,2025-04-17,CASH,COMPLETED,PAYREF88BFFD7CF5,
PAY004502,C0029,A0516,POL0357,167.32,ZAR,2026-09-07,EFT,COMPLETED,PAYREF016BFFCDB1,
PAY004503,C0202,A1466,POL0006,119.19,ZAR,2025-05-10,MOBILE,COMPLETED,PAYREF551EFD8D4B,
PAY004504,C0485,A0595,,748.59,ZAR,2026-02-02,CARD,COMPLETED,PAYREFC07B224405,
PAY004505,C0803,A0948,,1411.04,ZAR,2026-05-20,CARD,COMPLETED,PAYREF6E28D193F3,
PAY004506,C0921,A0111,,2112.41,ZAR,2026-04-19,CARD,FAILED,PAYREF4DF2712DD7,Invalid account
PAY004507,C0650,A1023,,280.81,ZAR,2024-07-15,EFT,COMPLETED,PAYREF3041AC1469,
PAY004508,C0544,A1014,POL0660,285.62,ZAR,2026-02-26,EFT,COMPLETED,PAYREF848AB80DF6,
PAY004509,C0280,A1432,,646.82,ZAR,2025-09-16,DEBIT_ORDER,PENDING,PAYREFA372839554,
PAY004510,C0153,A1320,,1100.3,ZAR,2024-06-10,EFT,COMPLETED,PAYREFBB2F89366C,
PAY004511,C0245,A1136,,3007.25,ZAR,2025-02-21,CARD,COMPLETED,PAYREF81BEA733D1,
PAY004512,C0497,A1350,,2247.83,ZAR,2024-08-14,DEBIT_ORDER,COMPLETED,PAYREFEB45673786,
PAY004513,C0945,A0883,,759.13,ZAR,2025-08-08,CARD,COMPLETED,PAYREF9B66E6317C,
PAY004514,C0128,A0374,POL0800,1572.08,ZAR,2024-02-06,MOBILE,COMPLETED,PAYREF19D1FC268C,
PAY004515,C0969,A0073,POL0104,471.76,ZAR,2026-06-08,MOBILE,COMPLETED,PAYREF8A24BE94E1,
PAY004516,C0601,A1376,POL0238,1181.27,ZAR,2026-02-18,MOBILE,COMPLETED,PAYREFC01E4C66D2,
PAY004517,C0692,A1166,POL0502,1030.27,ZAR,2025-06-17,CASH,COMPLETED,PAYREF4AE51B1309,
PAY004518,C0587,A0525,,4466.24,ZAR,2024-01-02,DEBIT_ORDER,COMPLETED,PAYREF6733973CF9,
PAY004519,C0850,A0105,POL0669,1796.43,ZAR,2026-02-20,EFT,COMPLETED,PAYREFDA8413EFC1,
PAY004520,C0997,A0147,POL0369,507.36,ZAR,2025-08-08,DEBIT_ORDER,COMPLETED,PAYREF5F5F611871,
PAY004521,C0653,A1460,POL0218,512.57,ZAR,2025-12-31,EFT,COMPLETED,PAYREFB04AE6A727,
PAY004522,C0127,A0721,POL0765,785.96,ZAR,2026-01-21,CARD,COMPLETED,PAYREF62C541F8D1,
PAY004523,C0552,A1479,POL0289,229.42,ZAR,2025-01-17,EFT,COMPLETED,PAYREF6C921116AA,
PAY004524,C0696,A1358,POL0126,871.29,ZAR,2024-07-11,MOBILE,COMPLETED,PAYREF3289E1152C,
PAY004525,C0741,A1101,POL0653,949.88,ZAR,2025-04-18,EFT,COMPLETED,PAYREF572ECA75D2,
PAY004526,C0104,A1485,,1748.52,ZAR,2025-11-28,MOBILE,COMPLETED,PAYREFCE5B00F6BF,
PAY004527,C0355,A0234,POL0386,2022.57,ZAR,2024-10-20,DEBIT_ORDER,FAILED,PAYREFE982461E7C,Limit exceeded
PAY004528,C0308,A0788,,1210.65,ZAR,2025-08-14,MOBILE,COMPLETED,PAYREF8DC1813531,
PAY004529,C0461,A0818,,214.86,ZAR,2025-08-01,CASH,FAILED,PAYREF1C9535E5EF,Technical error
PAY004530,C0204,A1187,POL0703,323.42,ZAR,2025-05-05,CARD,COMPLETED,PAYREFBFC11F557F,
PAY004531,C0736,A0253,,598.78,ZAR,2025-10-08,DEBIT_ORDER,COMPLETED,PAYREF4A0D353DE3,
PAY004532,C0920,A1383,,2105.46,ZAR,2024-02-13,CARD,REVERSED,PAYREFCB5C411307,
PAY004533,C0115,A0946,POL0385,2035.56,ZAR,2025-06-19,MOBILE,FAILED,PAYREF1E61D8C2CD,Insufficient funds
PAY004534,C0362,A1380,POL0345,854.54,ZAR,2026-01-02,DEBIT_ORDER,FAILED,PAYREFEADCD6A9B4,Account closed
PAY004535,C0677,A1155,POL0719,11611.26,ZAR,2026-02-22,CASH,COMPLETED,PAYREF66762FD8DC,
PAY004536,C0544,A1212,,5226.87,ZAR,2025-06-08,EFT,COMPLETED,PAYREFD24E18C94A,
PAY004537,C0008,A0814,POL0754,3789.23,ZAR,2024-12-31,CARD,PENDING,PAYREF0EA91BB496,
PAY004538,C0564,A1099,POL0705,2209.8,ZAR,2026-02-11,DEBIT_ORDER,COMPLETED,PAYREF22767FA6C6,
PAY004539,C0764,A0564,POL0772,1734.62,ZAR,2026-05-18,EFT,COMPLETED,PAYREF330BA9B2DF,
PAY004540,C0197,A0051,POL0565,1612.56,ZAR,2026-01-30,CASH,COMPLETED,PAYREFD7AA73211B,
PAY004541,C0497,A1359,,180.36,ZAR,2025-12-24,MOBILE,COMPLETED,PAYREF01AD993B4C,
PAY004542,C0236,A1398,,383.26,ZAR,2025-06-22,EFT,COMPLETED,PAYREFF4A2E0B11F,
PAY004543,C0464,A1114,,878.19,ZAR,2024-09-26,DEBIT_ORDER,COMPLETED,PAYREF606B93CEA2,
PAY004544,C0549,A0492,,1246.22,ZAR,2025-01-22,CASH,COMPLETED,PAYREF0E85B74657,
PAY004545,C0029,A1136,POL0550,968.3,ZAR,2025-12-12,CASH,COMPLETED,PAYREF4DFEC793E9,
PAY004546,C0718,A1418,,1439.82,ZAR,2024-09-17,MOBILE,COMPLETED,PAYREF6642582262,
PAY004547,C0323,A0211,POL0393,133.85,ZAR,2024-08-04,MOBILE,COMPLETED,PAYREFE3C9F45CE9,
PAY004548,C0874,A1084,,1818.31,ZAR,2025-11-19,EFT,COMPLETED,PAYREF9BA9CAFC92,
PAY004549,C0418,A0819,POL0294,1166.94,ZAR,2025-02-21,CARD,COMPLETED,PAYREF12B034D1FA,
PAY004550,C0654,A0993,,909.19,ZAR,2024-08-02,MOBILE,COMPLETED,PAYREF0B243647C6,
PAY004551,C0702,A0186,POL0584,2771.97,ZAR,2026-07-23,MOBILE,COMPLETED,PAYREFBD7483EC98,
PAY004552,C0829,A0519,POL0430,385.47,ZAR,2024-07-12,MOBILE,FAILED,PAYREF1AFAE0400A,Limit exceeded
PAY004553,C0671,A1009,POL0568,865.32,ZAR,2026-07-26,CARD,COMPLETED,PAYREF4391D5C226,
PAY004554,C0317,A0165,POL0212,1457.41,ZAR,2024-05-14,EFT,COMPLETED,PAYREF8ACAAA2221,
PAY004555,C0653,A1195,,467.31,ZAR,2024-02-02,EFT,COMPLETED,PAYREF5094A55EE8,
PAY004556,C0026,A1238,,147.92,ZAR,2024-11-07,CARD,COMPLETED,PAYREFB86B4A3F91,
PAY004557,C0315,A0096,,346.18,ZAR,2025-03-04,MOBILE,COMPLETED,PAYREF37DEBD00F8,
PAY004558,C0296,A0860,POL0459,1027.91,ZAR,2025-04-15,CARD,COMPLETED,PAYREF24C1088B88,
PAY004559,C0584,A0816,,854.9,ZAR,2026-03-27,EFT,COMPLETED,PAYREF474C1AC45A,
PAY004560,C0452,A1199,POL0151,1076.78,ZAR,2024-04-25,CASH,PENDING,PAYREFBD675E8237,
PAY004561,C0601,A1482,POL0266,567.21,ZAR,2024-04-17,EFT,COMPLETED,PAYREFAEC109E6FD,
PAY004562,C0077,A0164,POL0755,295.22,ZAR,2025-01-03,CASH,FAILED,PAYREF16AE973501,Insufficient funds
PAY004563,C0735,A0834,,1257.66,ZAR,2026-09-07,CASH,COMPLETED,PAYREFFF21DF8B24,
PAY004564,C0765,A0755,,928.41,ZAR,2025-05-20,MOBILE,COMPLETED,PAYREFCED1BB5F14,
PAY004565,C0973,A0515,,2075.25,ZAR,2025-03-09,MOBILE,COMPLETED,PAYREF3B1E0904D1,
PAY004566,C0453,A0280,POL0447,519.21,ZAR,2025-04-10,CASH,PENDING,PAYREF44AF4BFBDF,
PAY004567,C0552,A0171,POL0103,145.35,ZAR,2025-02-13,EFT,COMPLETED,PAYREFE16F6680DD,
PAY004568,C0861,A0526,POL0339,81.09,ZAR,2024-03-19,EFT,COMPLETED,PAYREFFF1F3689B1,
PAY004569,C0968,A0202,POL0358,734.02,ZAR,2025-06-25,DEBIT_ORDER,COMPLETED,PAYREF82A3C29C64,
PAY004570,C0915,A0839,POL0031,1246.27,ZAR,2024-03-30,CASH,COMPLETED,PAYREF07F4F74DE1,
PAY004571,C0282,A0260,,869.3,ZAR,2025-02-27,EFT,COMPLETED,PAYREF467EADAA25,
PAY004572,C0023,A1038,,623.19,ZAR,2024-03-31,EFT,COMPLETED,PAYREF874820179B,
PAY004573,C0359,A0865,POL0027,223.32,ZAR,2024-02-11,CARD,COMPLETED,PAYREF1A1614D951,
PAY004574,C0874,A0689,,165.78,ZAR,2025-03-08,MOBILE,COMPLETED,PAYREF42A43FCD5C,
PAY004575,C0604,A0838,,1583.31,ZAR,2025-05-30,DEBIT_ORDER,COMPLETED,PAYREFE24A63E557,
PAY004576,C0647,A1390,POL0321,873.4,ZAR,2024-06-16,MOBILE,COMPLETED,PAYREFC308DBDC87,
PAY004577,C0962,A0343,POL0637,762.41,ZAR,2024-06-07,MOBILE,COMPLETED,PAYREF74561B4DF4,
PAY004578,C0021,A0794,,234.69,ZAR,2026-08-20,DEBIT_ORDER,COMPLETED,PAYREFEBBF0AA414,
PAY004579,C0867,A1288,POL0662,417.27,ZAR,2025-03-03,MOBILE,COMPLETED,PAYREFEA1FBB7CD7,
PAY004580,C0743,A0342,,1147.23,ZAR,2026-01-22,CASH,COMPLETED,PAYREF45E0049839,
PAY004581,C0534,A0424,,1457.7,ZAR,2026-06-16,CASH,COMPLETED,PAYREF43D057B6AE,
PAY004582,C0899,A0387,POL0027,930.54,ZAR,2025-06-12,EFT,COMPLETED,PAYREFBA6A89347B,
PAY004583,C0368,A0774,POL0748,4355.74,ZAR,2024-12-16,MOBILE,COMPLETED,PAYREF311AA8F05B,
PAY004584,C0326,A0673,,616.78,ZAR,2024-12-03,CASH,COMPLETED,PAYREF86BF5E1660,
PAY004585,C0191,A1026,POL0419,3971.39,ZAR,2026-04-14,DEBIT_ORDER,COMPLETED,PAYREFF4B742659F,
PAY004586,C0982,A0398,,1362.21,ZAR,2025-12-06,CARD,FAILED,PAYREFB79720E6EF,Account closed
PAY004587,C0391,A1013,,1221.86,ZAR,2025-03-22,MOBILE,COMPLETED,PAYREFF53205CFCA,
PAY004588,C0710,A0665,POL0283,2786.45,ZAR,2024-06-13,MOBILE,COMPLETED,PAYREF9CE72D6716,
PAY004589,C0840,A1046,,587.5,ZAR,2024-12-15,DEBIT_ORDER,COMPLETED,PAYREFFE5DF45A80,
PAY004590,C0922,A0557,POL0035,789.02,ZAR,2024-08-29,CASH,COMPLETED,PAYREF112D7EFFEB,
PAY004591,C0153,A0320,,322.61,ZAR,2025-08-03,DEBIT_ORDER,COMPLETED,PAYREF38AC71B174,
PAY004592,C0871,A0822,,2793.95,ZAR,2025-06-29,CASH,COMPLETED,PAYREF9E55137479,
PAY004593,C0250,A0221,,1533.8,ZAR,2026-08-29,DEBIT_ORDER,COMPLETED,PAYREFECB6EA0B2E,
PAY004594,C0534,A0772,,3287.21,ZAR,2026-01-20,DEBIT_ORDER,COMPLETED,PAYREF8D93834530,
PAY004595,C0397,A0843,,1345.96,ZAR,2025-09-07,CASH,COMPLETED,PAYREF4616F373B4,
PAY004596,C0830,A0279,,3304.51,ZAR,2024-09-25,DEBIT_ORDER,COMPLETED,PAYREFA2D495CEB9,
PAY004597,C0134,A0728,,519.42,ZAR,2026-09-12,CARD,PENDING,PAYREFEAA92B0079,
PAY004598,C0118,A1080,POL0531,2943.16,ZAR,2024-12-23,CASH,COMPLETED,PAYREFEAB9C4C7A7,
PAY004599,C0371,A0137,POL0742,736.7,ZAR,2024-02-04,DEBIT_ORDER,COMPLETED,PAYREF2F4CEF1BA3,
PAY004600,C0612,A0297,POL0674,1099.41,ZAR,2026-07-22,MOBILE,COMPLETED,PAYREF14272DDB2B,
PAY004601,C0091,A0729,,2271.86,ZAR,2025-08-05,EFT,COMPLETED,PAYREFC95CB057DC,
PAY004602,C0356,A0675,POL0330,11246.83,ZAR,2024-06-14,CASH,COMPLETED,PAYREF48118FC805,
PAY004603,C0915,A1256,POL0161,2490.04,ZAR,2025-10-27,CARD,REVERSED,PAYREF34408016F7,
PAY004604,C0446,A0392,POL0111,2736.26,ZAR,2025-09-04,CASH,COMPLETED,PAYREF117450024F,
PAY004605,C0082,A0447,POL0641,635.63,ZAR,2025-11-15,EFT,COMPLETED,PAYREF57C025251F,
PAY004606,C0426,A0772,POL0628,1283.05,ZAR,2026-04-04,CARD,COMPLETED,PAYREF2F9C6C72A7,
PAY004607,C0573,A0578,POL0426,996.38,ZAR,2025-04-07,DEBIT_ORDER,COMPLETED,PAYREF008A80BBAA,
PAY004608,C0137,A0753,,4481.29,ZAR,2025-11-14,DEBIT_ORDER,COMPLETED,PAYREF104F2792DC,
PAY004609,C0624,A0634,POL0454,947.73,ZAR,2025-05-09,MOBILE,COMPLETED,PAYREFE84E206822,
PAY004610,C0763,A0754,,4140.38,ZAR,2026-05-18,CARD,COMPLETED,PAYREF6CF68C3782,
PAY004611,C0153,A0966,POL0436,298.38,ZAR,2025-08-25,MOBILE,COMPLETED,PAYREF1D09F6D69D,
PAY004612,C0323,A1022,POL0458,4441.63,ZAR,2026-08-06,EFT,COMPLETED,PAYREF658734D6FC,
PAY004613,C0798,A0058,POL0403,463.4,ZAR,2025-09-21,DEBIT_ORDER,COMPLETED,PAYREF795FA60AF2,
PAY004614,C0877,A1019,,2575.72,ZAR,2024-06-23,EFT,COMPLETED,PAYREF8B27D6BD6D,
PAY004615,C0547,A0508,POL0571,462.05,ZAR,2026-08-03,EFT,COMPLETED,PAYREFA26964C292,
PAY004616,C0091,A0582,POL0185,2035.2,ZAR,2025-01-26,MOBILE,PENDING,PAYREFBAF7EFF773,
PAY004617,C0527,A0466,POL0542,418.81,ZAR,2024-01-03,DEBIT_ORDER,COMPLETED,PAYREFCF6EFF5E3B,
PAY004618,C0547,A0321,POL0380,3091.71,ZAR,2025-07-05,CARD,COMPLETED,PAYREFEBBE059FDA,
PAY004619,C0817,A0657,POL0013,2553.56,ZAR,2026-07-20,EFT,COMPLETED,PAYREFB06917A9CF,
PAY004620,C0874,A0391,POL0729,601.43,ZAR,2024-08-10,MOBILE,COMPLETED,PAYREF015EDB000D,
PAY004621,C0428,A1259,,1954.88,ZAR,2024-08-26,EFT,COMPLETED,PAYREFCCF2C451D7,
PAY004622,C0276,A0764,POL0188,2828.3,ZAR,2025-11-27,EFT,COMPLETED,PAYREFB5FDE013AD,
PAY004623,C0036,A0218,POL0131,435.58,ZAR,2024-11-15,EFT,COMPLETED,PAYREF2B4B71D98B,
PAY004624,C0706,A1175,POL0664,389.94,ZAR,2025-09-24,CASH,COMPLETED,PAYREF6844B2D462,
PAY004625,C0395,A1240,POL0699,375.66,ZAR,2024-03-21,CARD,COMPLETED,PAYREF008193B192,
PAY004626,C0174,A0210,POL0799,326.03,ZAR,2026-04-25,DEBIT_ORDER,COMPLETED,PAYREFF04B50B09F,
PAY004627,C0511,A0807,POL0208,373.87,ZAR,2024-01-18,CARD,COMPLETED,PAYREF7E7FC81803,
PAY004628,C0001,A0264,,2764.98,ZAR,2026-07-27,DEBIT_ORDER,COMPLETED,PAYREF0A0352B443,
PAY004629,C0073,A0295,,1915.72,ZAR,2024-04-17,EFT,COMPLETED,PAYREF8D5946D5E7,
PAY004630,C0866,A0162,,201.14,ZAR,2025-01-03,EFT,COMPLETED,PAYREF0974BEECCA,
PAY004631,C0513,A0017,POL0651,658.41,ZAR,2024-11-19,CASH,COMPLETED,PAYREFCAF1666E19,
PAY004632,C0825,A0977,POL0690,344.52,ZAR,2025-11-08,CARD,COMPLETED,PAYREF10CBA2FAD6,
PAY004633,C0156,A1138,POL0314,2595.49,ZAR,2026-01-20,MOBILE,COMPLETED,PAYREF9FC0B2E6C0,
PAY004634,C0594,A0171,POL0016,699.49,ZAR,2025-06-19,EFT,COMPLETED,PAYREF26FE194230,
PAY004635,C0431,A0817,,234.06,ZAR,2025-06-12,MOBILE,COMPLETED,PAYREF2830D650C7,
PAY004636,C0506,A0466,,1300.06,ZAR,2026-04-25,CARD,COMPLETED,PAYREF75C4F90E14,
PAY004637,C0443,A0117,POL0248,2011.21,ZAR,2025-02-27,DEBIT_ORDER,COMPLETED,PAYREF50E992ECA3,
PAY004638,C0734,A0034,POL0792,422.55,ZAR,2025-04-17,DEBIT_ORDER,COMPLETED,PAYREF7EA8ADB97A,
PAY004639,C0485,A0331,,841.41,ZAR,2025-07-18,EFT,COMPLETED,PAYREF03845624EF,
PAY004640,C0810,A1438,,444.79,ZAR,2026-09-15,EFT,COMPLETED,PAYREF91D0A1B6C8,
PAY004641,C0696,A0812,,3804.91,ZAR,2026-04-09,CARD,COMPLETED,PAYREFB8F7B1FC66,
PAY004642,C0438,A0980,,712.4,ZAR,2025-02-12,DEBIT_ORDER,COMPLETED,PAYREFCCD449626F,
PAY004643,C0821,A0756,POL0627,532.81,ZAR,2026-03-04,DEBIT_ORDER,COMPLETED,PAYREF6453772A6C,
PAY004644,C0413,A0401,POL0003,1041.77,ZAR,2026-07-16,CARD,COMPLETED,PAYREF559BC72ED0,
PAY004645,C0339,A1199,,891.09,ZAR,2024-11-15,MOBILE,COMPLETED,PAYREFCE785012A9,
PAY004646,C0822,A0962,POL0766,2183.08,ZAR,2025-03-21,MOBILE,COMPLETED,PAYREFA8863EFA89,
PAY004647,C0345,A0275,POL0047,3699.85,ZAR,2026-06-29,CARD,PENDING,PAYREF8D7FACC71D,
PAY004648,C0863,A1037,POL0659,3727.99,ZAR,2024-08-09,EFT,COMPLETED,PAYREF5AD107C63B,
PAY004649,C0927,A0695,POL0119,748.52,ZAR,2024-04-16,MOBILE,PENDING,PAYREF246B96CFFA,
PAY004650,C0352,A0535,,1487.89,ZAR,2025-08-06,MOBILE,COMPLETED,PAYREF642D0C5F50,
PAY004651,C0976,A0797,POL0745,4858.57,ZAR,2025-04-04,EFT,COMPLETED,PAYREF16E24C5BD1,
PAY004652,C0428,A1454,,5049.27,ZAR,2025-04-20,MOBILE,COMPLETED,PAYREFC19092F0B6,
PAY004653,C0370,A0364,POL0179,456.73,ZAR,2024-01-30,CARD,COMPLETED,PAYREF3D9401C8DD,
PAY004654,C0397,A0545,POL0099,1982.76,ZAR,2026-04-15,DEBIT_ORDER,COMPLETED,PAYREF4612AE558B,
PAY004655,C0047,A1420,POL0587,1674.39,ZAR,2026-05-10,CASH,COMPLETED,PAYREF1A825CBE26,
PAY004656,C0766,A0224,POL0216,2769.4,ZAR,2026-01-24,MOBILE,PENDING,PAYREFC0728673A7,
PAY004657,C0001,A1282,,3803.27,ZAR,2025-01-06,CASH,COMPLETED,PAYREF6A60E0C901,
PAY004658,C0071,A0428,POL0481,387.23,ZAR,2025-05-17,DEBIT_ORDER,COMPLETED,PAYREFA5B2D014C8,
PAY004659,C0810,A0650,POL0092,549.67,ZAR,2025-06-22,CARD,COMPLETED,PAYREFB6432B1205,
PAY004660,C0302,A0590,,2717.88,ZAR,2025-04-22,EFT,COMPLETED,PAYREF62F7D8516B,
PAY004661,C0539,A0794,,1271.6,ZAR,2024-05-14,MOBILE,COMPLETED,PAYREFE73D3E8DF2,
PAY004662,C0950,A0635,POL0636,118.25,ZAR,2024-06-16,EFT,COMPLETED,PAYREF07677B727D,
PAY004663,C0134,A0904,POL0141,207.21,ZAR,2024-09-28,EFT,COMPLETED,PAYREFAA3EB41AA8,
PAY004664,C0959,A0840,,2127.22,ZAR,2025-06-29,DEBIT_ORDER,COMPLETED,PAYREF7E6D74D820,
PAY004665,C0055,A0270,,2537.95,ZAR,2026-09-10,DEBIT_ORDER,COMPLETED,PAYREF917AA539E3,
PAY004666,C0639,A0664,POL0075,284.44,ZAR,2025-07-10,EFT,COMPLETED,PAYREF340B0E188F,
PAY004667,C0049,A0461,,3291.73,ZAR,2024-12-06,DEBIT_ORDER,COMPLETED,PAYREF0B7EE70B94,
PAY004668,C0500,A0834,,900.41,ZAR,2025-07-05,CASH,COMPLETED,PAYREF2E7464A974,
PAY004669,C0518,A0161,POL0545,394.46,ZAR,2026-03-01,MOBILE,PENDING,PAYREF5ABAA10427,
PAY004670,C0616,A0715,POL0365,626.22,ZAR,2024-12-28,CARD,COMPLETED,PAYREFABBDD79556,
PAY004671,C0633,A0688,,322.87,ZAR,2025-08-06,DEBIT_ORDER,COMPLETED,PAYREFA868855059,
PAY004672,C0895,A0438,,592.34,ZAR,2024-09-15,CARD,COMPLETED,PAYREF7D14970F38,
PAY004673,C0926,A1009,POL0758,169.2,ZAR,2026-04-30,CARD,COMPLETED,PAYREFB8A8C621E4,
PAY004674,C0743,A0915,POL0688,1018.58,ZAR,2025-06-04,CASH,COMPLETED,PAYREF548CEE81D7,
PAY004675,C0588,A0466,,1972.62,ZAR,2025-01-03,MOBILE,COMPLETED,PAYREF852E73D6F5,
PAY004676,C0522,A0753,,285.02,ZAR,2025-03-18,MOBILE,COMPLETED,PAYREF4577B91202,
PAY004677,C0276,A1219,POL0641,1115.46,ZAR,2024-05-21,CARD,COMPLETED,PAYREF58814FB70F,
PAY004678,C0472,A0118,POL0094,490.46,ZAR,2025-07-27,EFT,COMPLETED,PAYREF290252131A,
PAY004679,C0109,A0414,POL0028,2140.51,ZAR,2025-07-29,MOBILE,FAILED,PAYREF9BD0B357B4,Limit exceeded
PAY004680,C0640,A0693,POL0495,108.37,ZAR,2025-03-03,EFT,COMPLETED,PAYREF667D747718,
PAY004681,C0925,A0887,,2234.76,ZAR,2024-05-26,EFT,COMPLETED,PAYREF602176FC0D,
PAY004682,C0998,A0106,POL0499,178.08,ZAR,2024-05-06,EFT,COMPLETED,PAYREFA61CC60522,
PAY004683,C0838,A0019,POL0300,888.97,ZAR,2024-07-19,CARD,FAILED,PAYREF39C9A1C619,Technical error
PAY004684,C0153,A0210,,539.74,ZAR,2025-07-19,EFT,COMPLETED,PAYREF9B1529A05F,
PAY004685,C0191,A1449,POL0266,764.56,ZAR,2026-02-04,MOBILE,COMPLETED,PAYREFE5E20C6F5E,
PAY004686,C0547,A0299,,237.6,ZAR,2026-02-22,DEBIT_ORDER,COMPLETED,PAYREF4F703A2ECF,
PAY004687,C0516,A0383,POL0443,5768.33,ZAR,2025-03-31,MOBILE,COMPLETED,PAYREF2DC17D4F17,
PAY004688,C0373,A0695,POL0047,302.91,ZAR,2025-03-12,CARD,COMPLETED,PAYREF8E128A815B,
PAY004689,C0624,A0887,POL0680,327.78,ZAR,2026-09-04,DEBIT_ORDER,PENDING,PAYREF5FD9EEB2FA,
PAY004690,C0146,A1420,POL0666,6599.97,ZAR,2025-01-06,EFT,COMPLETED,PAYREFF70E5B3A73,
PAY004691,C0057,A0564,POL0184,1514.29,ZAR,2025-07-18,DEBIT_ORDER,COMPLETED,PAYREF2F3C61E623,
PAY004692,C0297,A1165,,312.86,ZAR,2025-11-25,CASH,COMPLETED,PAYREF196BCBE1E1,
PAY004693,C0444,A1174,,964.12,ZAR,2025-06-21,MOBILE,COMPLETED,PAYREFEDFDE9EF2A,
PAY004694,C0559,A0660,POL0454,866.33,ZAR,2025-10-07,EFT,COMPLETED,PAYREF3467F59A3E,
PAY004695,C0616,A1398,POL0064,202.83,ZAR,2024-08-05,MOBILE,COMPLETED,PAYREF0ABF7626F6,
PAY004696,C0195,A1424,POL0525,513.75,ZAR,2024-04-26,EFT,COMPLETED,PAYREF0EA6D0FE93,
PAY004697,C0902,A0196,,1068.08,ZAR,2024-11-02,DEBIT_ORDER,COMPLETED,PAYREFD37E82CF36,
PAY004698,C0635,A1307,POL0713,3890.99,ZAR,2024-05-10,CASH,COMPLETED,PAYREFB53E1DCC9B,
PAY004699,C0584,A0904,POL0268,907.93,ZAR,2026-08-06,CARD,COMPLETED,PAYREF9B88B51A73,
PAY004700,C0727,A0669,POL0677,978.83,ZAR,2024-01-20,CASH,PENDING,PAYREF8F69E842CA,
PAY004701,C0182,A0992,POL0760,485.33,ZAR,2026-01-11,DEBIT_ORDER,FAILED,PAYREFC36DD0776E,Technical error
PAY004702,C0689,A1000,,3280.96,ZAR,2024-05-18,CASH,COMPLETED,PAYREF71930C2B61,
PAY004703,C0103,A0836,,2703.55,ZAR,2025-05-03,DEBIT_ORDER,COMPLETED,PAYREF7F049BE321,
PAY004704,C0825,A0744,POL0381,2414.71,ZAR,2025-07-23,MOBILE,COMPLETED,PAYREF95DEBF175D,
