transaction_id,customer_id,account_id,amount,currency,transaction_date,transaction_time,transaction_type,description,channel,status,reference_number,_quarantine_reason
TX018086,C0881,A0400,1653.28,ZAR,2024-04-18,06:59:16,DEBIT_ORDER,Debit Order - Ref 785361,ONLINE,COMPLETED,REF3DD13752C033,BROKEN_FK_account_id_to_accounts
TX018092,C0330,UNKNOWN,1444.45,ZAR,2024-02-03,23:46:09,DEBIT_ORDER,Debit Order - Ref 750548,ONLINE,COMPLETED,REFD975AAF018E9,BROKEN_FK_account_id_to_accounts
TX018101,C0418,UNKNOWN,1607.61,ZAR,2024-08-24,11:34:00,TRANSFER,Transfer - Ref 306113,BRANCH,COMPLETED,REFD36023BCA0C4,BROKEN_FK_account_id_to_accounts
TX018103,C0772,A0436,384.83,ZAR,2026-02-04,15:33:05,INTEREST,Interest - Ref 950426,MOBILE,COMPLETED,REFE4E720B77314,BROKEN_FK_account_id_to_accounts
TX018104,C0831,A0527,5240.19,ZAR,2025-05-01,02:16:38,REVERSAL,Reversal - Ref 722964,ONLINE,COMPLETED,REFEB075C16356E,BROKEN_FK_account_id_to_accounts
TX018107,C0250,UNKNOWN,15907.6575,ZAR,2024-05-26,22:31:44,REVERSAL,Reversal - Ref 946430,MOBILE,COMPLETED,REF892543061764,BROKEN_FK_account_id_to_accounts
TX018134,C0569,A0141,1481.36,ZAR,2025-05-25,11:05:26,INTEREST,Interest - Ref 110460,ONLINE,PENDING,REFCBD1C63D932A,BROKEN_FK_account_id_to_accounts
TX018192,C0138,A0544,1047.58,ZAR,2026-07-15,20:12:39,PAYMENT,Payment - Ref 270159,POS,COMPLETED,REF396D466C1FD6,BROKEN_FK_account_id_to_accounts
TX018214,C0339,A0380,172.91,ZAR,2024-11-11,18:08:15,FEE,Fee - Ref 928498,ATM,COMPLETED,REF9CB7B286A281,BROKEN_FK_account_id_to_accounts
TX018235,C0611,A1314,745.96,ZAR,2025-06-29,12:34:13,TRANSFER,Transfer - Ref 976604,MOBILE,FAILED,REFD794049F9E78,BROKEN_FK_account_id_to_accounts
TX018242,C0537,A0699,15907.6575,ZAR,2026-03-27,02:08:11,DEPOSIT,Deposit - Ref 863936,ONLINE,COMPLETED,REF5CE91FB8809C,BROKEN_FK_account_id_to_accounts
TX018274,C0999,A0831,76.16,ZAR,2025-02-04,22:35:43,FEE,Fee - Ref 471497,ONLINE,COMPLETED,REF9B40B22CE68E,BROKEN_FK_account_id_to_accounts
TX018288,C0292,UNKNOWN,108.56,ZAR,2025-05-21,09:30:33,WITHDRAWAL,Withdrawal - Ref 640279,MOBILE,COMPLETED,REF84DC3E67A14F,BROKEN_FK_account_id_to_accounts
TX018293,C0398,A0053,166.28,ZAR,2026-08-31,06:19:00,FEE,Fee - Ref 984900,MOBILE,COMPLETED,REFB55ECAB7F1C2,BROKEN_FK_account_id_to_accounts
TX018308,C0915,A0345,4425.2,ZAR,2024-05-12,01:48:41,INTEREST,Interest - Ref 905819,BRANCH,COMPLETED,REFB1A01D74B382,BROKEN_FK_account_id_to_accounts
TX018327,C0801,UNKNOWN,4470.89,ZAR,2025-12-31,16:29:17,PAYMENT,Payment - Ref 692253,ATM,COMPLETED,REF0AE7394C1E70,BROKEN_FK_account_id_to_accounts
TX018328,C0611,A1314,740.65,ZAR,2026-07-16,02:03:54,WITHDRAWAL,Withdrawal - Ref 835533,ATM,COMPLETED,REF12583121526C,BROKEN_FK_account_id_to_accounts
TX018362,C0304,UNKNOWN,3282.53,ZAR,2024-07-09,18:45:35,INTEREST,Interest - Ref 988057,ONLINE,COMPLETED,REF4531CE6C014C,BROKEN_FK_account_id_to_accounts
TX018426,C0614,A0422,3156.32,ZAR,2026-05-04,13:52:01,WITHDRAWAL,Withdrawal - Ref 360654,ATM,COMPLETED,REFBD34192079FF,BROKEN_FK_account_id_to_accounts
TX018431,C0174,A1169,15907.6575,ZAR,2024-05-14,06:53:00,REVERSAL,Reversal - Ref 429343,ATM,COMPLETED,REF83CE704081EF,BROKEN_FK_account_id_to_accounts
TX018438,C0071,A1181,3590.67,ZAR,2026-06-14,21:33:37,DEPOSIT,Deposit - Ref 640640,POS,COMPLETED,REF8A62E4C83571,BROKEN_FK_account_id_to_accounts
TX018461,C0993,UNKNOWN,748.69,ZAR,2025-08-16,18:37:41,WITHDRAWAL,Withdrawal - Ref 745248,ATM,COMPLETED,REF135DA2C88231,BROKEN_FK_account_id_to_accounts
TX018472,C0772,A0436,1246.54,ZAR,2026-02-23,08:05:00,TRANSFER,Transfer - Ref 602038,BRANCH,COMPLETED,REF2B03AFFF4E1F,BROKEN_FK_account_id_to_accounts
TX018534,C0999,A0831,15907.6575,ZAR,2024-07-06,05:18:00,PAYMENT,Payment - Ref 730557,POS,COMPLETED,REF148B193C7EA4,BROKEN_FK_account_id_to_accounts
TX018537,C0933,UNKNOWN,1042.45,ZAR,2025-08-22,20:35:33,TRANSFER,Transfer - Ref 300574,MOBILE,COMPLETED,REFF7DFD00CA890,BROKEN_FK_account_id_to_accounts
TX018592,C0108,A0572,1407.41,ZAR,2025-05-12,10:54:18,DEBIT_ORDER,Debit Order - Ref 780363,POS,COMPLETED,REF28C85AEDE2B2,BROKEN_FK_account_id_to_accounts
TX018595,C0987,A0943,764.6,ZAR,2024-06-17,20:16:56,PAYMENT,Payment - Ref 209728,ATM,COMPLETED,REF6E2AD1E4207F,BROKEN_FK_account_id_to_accounts
TX018621,C0051,UNKNOWN,975.44,ZAR,2025-03-26,12:41:16,DEBIT_ORDER,Debit Order - Ref 646450,ONLINE,COMPLETED,REF8CD7BE520A22,BROKEN_FK_account_id_to_accounts
TX018629,C0071,A1181,1828.97,ZAR,2024-05-22,21:22:26,TRANSFER,Transfer - Ref 642517,POS,COMPLETED,REFA4E97EE5B185,BROKEN_FK_account_id_to_accounts
TX018630,C0366,A0418,792.22,ZAR,2024-04-10,22:41:39,DEPOSIT,Deposit - Ref 294842,ONLINE,COMPLETED,REF6C0765F02AEE,BROKEN_FK_account_id_to_accounts
TX018684,C0692,A0415,6308.78,ZAR,2026-06-02,10:18:15,DEPOSIT,Deposit - Ref 267547,ONLINE,COMPLETED,REFEDF8F139570B,BROKEN_FK_account_id_to_accounts
TX018692,C0569,A0141,731.53,ZAR,2025-10-19,05:18:03,INTEREST,Interest - Ref 485207,MOBILE,COMPLETED,REF51C36D5FFB2C,BROKEN_FK_account_id_to_accounts
TX018701,C0131,UNKNOWN,125.04,ZAR,2025-05-16,15:49:55,WITHDRAWAL,Withdrawal - Ref 923092,ATM,COMPLETED,REF1577780F04E8,BROKEN_FK_account_id_to_accounts
TX018720,C0645,A0282,15907.6575,ZAR,2026-08-26,01:25:25,REVERSAL,Reversal - Ref 845296,MOBILE,COMPLETED,REFC632C3AE2FF1,BROKEN_FK_account_id_to_accounts
TX018750,C0720,A0589,1011.22,ZAR,2026-04-26,05:17:45,WITHDRAWAL,Withdrawal - Ref 771548,BRANCH,COMPLETED,REF0819B20F8DF2,BROKEN_FK_account_id_to_accounts
TX018751,C0032,UNKNOWN,15907.6575,ZAR,2025-02-19,23:21:48,REVERSAL,Reversal - Ref 945226,POS,COMPLETED,REF5009B3B7BC4E,BROKEN_FK_account_id_to_accounts
TX018780,C0459,UNKNOWN,2668.87,ZAR,2025-08-13,11:05:31,INTEREST,Interest - Ref 212593,ATM,COMPLETED,REF9BC2380E77C3,BROKEN_FK_account_id_to_accounts
TX018793,C0438,UNKNOWN,4309.57,ZAR,2026-09-13,23:13:38,TRANSFER,Transfer - Ref 770513,ATM,COMPLETED,REFE48B582897FB,BROKEN_FK_account_id_to_accounts
TX018815,C0479,UNKNOWN,15907.6575,ZAR,2025-02-11,06:33:04,REVERSAL,Reversal - Ref 294852,MOBILE,COMPLETED,REF58288DE48EED,BROKEN_FK_account_id_to_accounts
TX018816,C0391,A0473,645.86,ZAR,2026-03-11,11:22:29,PAYMENT,Payment - Ref 679970,ATM,COMPLETED,REF733CE20CA58F,BROKEN_FK_account_id_to_accounts
TX018852,C0071,A0452,719.06,ZAR,2024-04-10,00:51:14,DEPOSIT,Deposit - Ref 463143,MOBILE,COMPLETED,REFC9CC7A591D14,BROKEN_FK_account_id_to_accounts
TX018864,C0720,A0589,7196.5,ZAR,2024-11-12,21:48:54,PAYMENT,Payment - Ref 305504,MOBILE,COMPLETED,REF7EE653180C7C,BROKEN_FK_account_id_to_accounts
TX018874,C0021,A1205,1726.47,ZAR,2025-09-20,01:00:30,DEPOSIT,Deposit - Ref 584261,ATM,COMPLETED,REFB34B6C0E0219,BROKEN_FK_account_id_to_accounts
TX018889,C0827,UNKNOWN,1271.08,ZAR,2026-05-01,08:36:38,PAYMENT,Payment - Ref 366670,ONLINE,COMPLETED,REF5362400D5150,BROKEN_FK_account_id_to_accounts
TX018952,C0108,A0572,215.06,ZAR,2025-04-24,09:00:40,WITHDRAWAL,Withdrawal - Ref 440400,MOBILE,COMPLETED,REF62DF0A4AA708,BROKEN_FK_account_id_to_accounts
TX018974,C0881,A0400,164.9,ZAR,2024-02-16,11:50:45,FEE,Fee - Ref 845354,ONLINE,COMPLETED,REF3E0B60487C28,BROKEN_FK_account_id_to_accounts
TX018992,C0391,A0473,12144.21,ZAR,2024-02-03,13:21:24,REVERSAL,Reversal - Ref 929507,MOBILE,COMPLETED,REF157882685D97,BROKEN_FK_account_id_to_accounts
TX018998,C0484,A1438,15907.6575,ZAR,2024-09-25,12:38:01,REVERSAL,Reversal - Ref 547641,ONLINE,COMPLETED,REF532EF93A8454,BROKEN_FK_account_id_to_accounts
TX019035,C0419,A0556,3008.66,ZAR,2024-08-30,23:06:47,PAYMENT,Payment - Ref 520767,ATM,COMPLETED,REFE3587DD7E469,BROKEN_FK_account_id_to_accounts
TX019054,C0926,FAKE_80F166F7,679.18,ZAR,2024-05-09,15:44:12,DEBIT_ORDER,Debit Order - Ref 366248,ONLINE,FAILED,REF368A4E5D4CAB,BROKEN_FK_account_id_to_accounts
TX019082,C0021,A1205,259.57,ZAR,2024-03-09,17:28:15,DEBIT_ORDER,Debit Order - Ref 300781,MOBILE,FAILED,REF13AB15890394,BROKEN_FK_account_id_to_accounts
TX019097,C0907,UNKNOWN,1120.35,ZAR,2025-01-08,00:22:33,PAYMENT,Payment - Ref 562718,MOBILE,COMPLETED,REFB5EFA59ACB08,BROKEN_FK_account_id_to_accounts
TX019139,C0158,A1330,946.62,ZAR,2024-06-03,18:45:57,INTEREST,Interest - Ref 544958,ONLINE,COMPLETED,REFE46386687C2C,BROKEN_FK_account_id_to_accounts
TX019155,C0624,UNKNOWN,460.55,ZAR,2024-11-02,14:27:58,FEE,Fee - Ref 803364,MOBILE,COMPLETED,REFB5F135760324,BROKEN_FK_account_id_to_accounts
TX019162,C0800,A0764,10532.5,ZAR,2026-02-27,21:30:18,TRANSFER,Transfer - Ref 215632,BRANCH,FAILED,REF9C0233E34623,BROKEN_FK_account_id_to_accounts
TX019203,C0108,A0572,1087.11,ZAR,2026-05-05,21:05:57,WITHDRAWAL,Withdrawal - Ref 744268,ONLINE,COMPLETED,REF5F20D4D48EDB,BROKEN_FK_account_id_to_accounts
TX019216,C0767,A0305,5253.76,ZAR,2024-12-15,10:47:14,PAYMENT,Payment - Ref 953225,ONLINE,COMPLETED,REF3633457BF682,BROKEN_FK_account_id_to_accounts
TX019284,C0021,A1205,201.63,ZAR,2024-12-21,18:51:16,FEE,Fee - Ref 320367,MOBILE,COMPLETED,REF9A64738E079A,BROKEN_FK_account_id_to_accounts
TX019313,C0744,FAKE_F58FB82A,346.25,ZAR,2026-03-11,19:16:25,FEE,Fee - Ref 829773,ATM,COMPLETED,REF13DF917A204A,BROKEN_FK_account_id_to_accounts
TX019329,C0151,UNKNOWN,351.12,ZAR,2026-04-01,14:03:54,FEE,Fee - Ref 937857,BRANCH,FAILED,REF6FE7C51101A7,BROKEN_FK_account_id_to_accounts
TX019379,C0999,A0831,3597.78,ZAR,2025-03-03,01:57:41,DEBIT_ORDER,Debit Order - Ref 482238,MOBILE,COMPLETED,REFBEA7A3E71F5F,BROKEN_FK_account_id_to_accounts
TX019382,C0484,A1438,4304.26,ZAR,2026-08-03,05:33:49,DEPOSIT,Deposit - Ref 404037,POS,COMPLETED,REF785CE7D71BE2,BROKEN_FK_account_id_to_accounts
TX019383,C0611,A1314,230.24,ZAR,2024-07-22,18:06:24,FEE,Fee - Ref 998955,MOBILE,COMPLETED,REF9ABCA6E65D11,BROKEN_FK_account_id_to_accounts
TX019389,C0784,UNKNOWN,2914.99,ZAR,2026-08-04,08:05:14,DEBIT_ORDER,Debit Order - Ref 606363,MOBILE,COMPLETED,REF088990897A66,BROKEN_FK_account_id_to_accounts
TX019405,C0433,A1025,2334.91,ZAR,2024-07-22,04:58:01,TRANSFER,Transfer - Ref 388422,ONLINE,COMPLETED,REF9E953E9C80EF,BROKEN_FK_account_id_to_accounts
TX019406,C0224,A0045,439.18,ZAR,2024-12-05,14:00:03,WITHDRAWAL,Withdrawal - Ref 973020,ATM,COMPLETED,REFDD5D86D9D948,BROKEN_FK_account_id_to_accounts
TX019413,C0291,UNKNOWN,4651.81,ZAR,2026-05-27,13:32:41,INTEREST,Interest - Ref 300705,ONLINE,FAILED,REF038080B70126,BROKEN_FK_account_id_to_accounts
TX019416,C0614,UNKNOWN,478.94,ZAR,2026-01-23,16:15:26,DEBIT_ORDER,Debit Order - Ref 736826,MOBILE,COMPLETED,REF210F932A9D84,BROKEN_FK_account_id_to_accounts
TX019436,C0301,UNKNOWN,1246.89,ZAR,2024-12-26,12:31:09,DEPOSIT,Deposit - Ref 920825,POS,COMPLETED,REF4A0DB7302C29,BROKEN_FK_account_id_to_accounts
TX019439,C0250,A0563,3217.11,ZAR,2026-08-30,06:56:07,TRANSFER,Transfer - Ref 170643,POS,COMPLETED,REFEFB8DF59285D,BROKEN_FK_account_id_to_accounts
TX019459,C0433,A1025,3108.81,ZAR,2026-02-05,23:15:09,INTEREST,Interest - Ref 256435,POS,COMPLETED,REFB2A5332BBEC3,BROKEN_FK_account_id_to_accounts
TX019465,C0392,FAKE_D835F07B,3408.32,ZAR,2025-11-21,18:48:03,INTEREST,Interest - Ref 731876,ONLINE,COMPLETED,REFEED5C69E0CE9,BROKEN_FK_account_id_to_accounts
TX019490,C0298,UNKNOWN,4365.74,ZAR,2026-09-01,18:55:13,TRANSFER,Transfer - Ref 816833,MOBILE,COMPLETED,REFD170BF83A8B5,BROKEN_FK_account_id_to_accounts
TX019500,C0645,A0282,11452.56,ZAR,2026-08-01,06:19:06,TRANSFER,Transfer - Ref 246700,ONLINE,PENDING,REF4CD75B2E82A1,BROKEN_FK_account_id_to_accounts
TX019508,C0326,A0656,3140.13,ZAR,2024-01-20,23:49:05,DEPOSIT,Deposit - Ref 719256,ONLINE,COMPLETED,REFEF1DF126ACF0,BROKEN_FK_account_id_to_accounts
TX019516,C0874,A0790,3401.02,ZAR,2025-10-23,10:51:40,PAYMENT,Payment - Ref 234877,BRANCH,COMPLETED,REF7696EAF0E882,BROKEN_FK_account_id_to_accounts
TX019539,C0433,A1025,4271.86,ZAR,2024-08-28,00:08:39,INTEREST,Interest - Ref 259616,ATM,COMPLETED,REFEEE5CFB373F4,BROKEN_FK_account_id_to_accounts
TX019557,C0302,A0994,796.75,ZAR,2024-03-03,22:16:03,DEBIT_ORDER,Debit Order - Ref 149691,POS,PENDING,REFF8429DF3C37E,BROKEN_FK_account_id_to_accounts
TX019562,C0132,A1146,15907.6575,ZAR,2024-09-25,04:40:44,TRANSFER,Transfer - Ref 692154,MOBILE,FAILED,REF4D83A8C839D4,BROKEN_FK_account_id_to_accounts
TX019598,C0174,A1169,15907.6575,ZAR,2024-02-21,04:50:18,REVERSAL,Reversal - Ref 886692,MOBILE,FAILED,REF28CF98AF88A5,BROKEN_FK_account_id_to_accounts
TX019605,C0019,UNKNOWN,202.1,ZAR,2025-08-30,13:00:38,FEE,Fee - Ref 164897,ATM,COMPLETED,REF316EA7CF2959,BROKEN_FK_account_id_to_accounts
TX019624,C0761,UNKNOWN,736.03,ZAR,2024-08-18,16:31:23,DEBIT_ORDER,Debit Order - Ref 615263,ONLINE,COMPLETED,REFB0B12FB25495,BROKEN_FK_account_id_to_accounts
TX019641,C0614,A0422,511.06,ZAR,2024-10-17,03:33:49,PAYMENT,Payment - Ref 211996,MOBILE,COMPLETED,REF2E00AD1C052D,BROKEN_FK_account_id_to_accounts
TX019643,C0948,UNKNOWN,305.34,ZAR,2026-09-08,15:45:28,WITHDRAWAL,Withdrawal - Ref 867941,MOBILE,COMPLETED,REFEAF25F0655B8,BROKEN_FK_account_id_to_accounts
TX019658,C0537,A0699,1861.7,ZAR,2026-01-31,21:43:26,PAYMENT,Payment - Ref 646382,POS,COMPLETED,REF82B2B4FCE2EC,BROKEN_FK_account_id_to_accounts
TX019713,C0992,UNKNOWN,408.83,ZAR,2025-07-31,15:09:03,FEE,Fee - Ref 959918,BRANCH,COMPLETED,REF43415D67E52B,BROKEN_FK_account_id_to_accounts
TX019728,C0260,UNKNOWN,4506.45,ZAR,2024-01-24,15:53:42,REVERSAL,Reversal - Ref 919013,BRANCH,PENDING,REFA7B2A44B798E,BROKEN_FK_account_id_to_accounts
TX019739,C0142,UNKNOWN,13906.45,ZAR,2025-05-25,14:06:58,DEPOSIT,Deposit - Ref 172046,MOBILE,COMPLETED,REF2F1457EA7F07,BROKEN_FK_account_id_to_accounts
TX019805,C0748,UNKNOWN,15907.6575,ZAR,2024-12-25,08:32:47,REVERSAL,Reversal - Ref 581479,MOBILE,COMPLETED,REF60DC942C43BE,BROKEN_FK_account_id_to_accounts
TX019806,C0735,UNKNOWN,1242.15,ZAR,2024-08-24,02:35:00,DEBIT_ORDER,Debit Order - Ref 789999,ONLINE,COMPLETED,REF3D115F2678F7,BROKEN_FK_account_id_to_accounts
TX019807,C0429,A1065,6574.99,ZAR,2025-06-19,08:29:51,TRANSFER,Transfer - Ref 913155,MOBILE,REVERSED,REFB947279E176A,BROKEN_FK_account_id_to_accounts
TX019818,C0224,A0045,2263.57,ZAR,2025-08-17,07:05:26,PAYMENT,Payment - Ref 544677,ATM,COMPLETED,REFF20F8A59D071,BROKEN_FK_account_id_to_accounts
TX019822,C0366,A0418,790.82,ZAR,2026-02-19,10:19:38,WITHDRAWAL,Withdrawal - Ref 480958,MOBILE,COMPLETED,REFAD8D416DAC48,BROKEN_FK_account_id_to_accounts
TX019828,C0040,UNKNOWN,638.58,ZAR,2025-04-25,17:48:15,DEPOSIT,Deposit - Ref 843553,MOBILE,COMPLETED,REF8B25E66CE043,BROKEN_FK_account_id_to_accounts
TX019836,C0158,A1330,4249.23,ZAR,2024-07-02,16:25:10,INTEREST,Interest - Ref 839840,ATM,COMPLETED,REFA2E3C4CB166E,BROKEN_FK_account_id_to_accounts
TX019866,C0431,A0469,45.73,ZAR,2025-11-17,18:58:45,FEE,Fee - Ref 516140,ONLINE,COMPLETED,REF71F307FE8C22,BROKEN_FK_account_id_to_accounts
TX019873,C0289,UNKNOWN,2877.3,ZAR,2026-05-25,19:48:23,INTEREST,Interest - Ref 630755,MOBILE,COMPLETED,REF9FA9C540BF3B,BROKEN_FK_account_id_to_accounts
TX019955,C0236,FAKE_DC7A1E7D,416.08,ZAR,2024-01-15,02:11:03,TRANSFER,Transfer - Ref 750401,MOBILE,COMPLETED,REFC74336A40398,BROKEN_FK_account_id_to_accounts
TX019960,C0881,A0400,541.56,ZAR,2024-03-02,07:02:26,INTEREST,Interest - Ref 135893,MOBILE,COMPLETED,REFEDF4C6283FD4,BROKEN_FK_account_id_to_accounts
TX019977,C0657,UNKNOWN,218.12,ZAR,2024-06-27,12:09:05,FEE,Fee - Ref 420890,ATM,PENDING,REFFB5BB90EB52E,BROKEN_FK_account_id_to_accounts
TX020008,C0698,FAKE_96F15AE7,304.32,ZAR,2025-02-19,17:17:49,FEE,Fee - Ref 401451,ATM,COMPLETED,REF9B03EAD7F658,BROKEN_FK_account_id_to_accounts
TX020031,C0881,A0400,502.22,ZAR,2026-04-09,11:15:57,DEBIT_ORDER,Debit Order - Ref 927537,MOBILE,COMPLETED,REFC595F39825CE,BROKEN_FK_account_id_to_accounts
TX020050,C0011,UNKNOWN,1218.7,ZAR,2024-06-30,15:54:29,WITHDRAWAL,Withdrawal - Ref 324923,ONLINE,COMPLETED,REF99FF29B40010,BROKEN_FK_account_id_to_accounts
TX020051,C0021,A1205,1929.98,ZAR,2025-09-29,22:17:06,DEPOSIT,Deposit - Ref 298918,MOBILE,COMPLETED,REFFBA5D1F80AA7,BROKEN_FK_account_id_to_accounts
TX020081,C0901,UNKNOWN,6367.82,ZAR,2026-04-27,10:35:04,DEPOSIT,Deposit - Ref 127615,MOBILE,COMPLETED,REFCB323C46822D,BROKEN_FK_account_id_to_accounts
TX020188,C0391,A0473,3546.47,ZAR,2024-09-11,16:19:19,INTEREST,Interest - Ref 615758,ATM,COMPLETED,REFCCE94C0D6A2D,BROKEN_FK_account_id_to_accounts
TX020193,C0726,UNKNOWN,477.0,ZAR,2024-02-18,10:49:54,FEE,Fee - Ref 925879,POS,COMPLETED,REF72CA2FDAF30A,BROKEN_FK_account_id_to_accounts
TX020218,C0071,A0452,8499.69,ZAR,2024-02-07,05:56:39,REVERSAL,Reversal - Ref 599130,MOBILE,COMPLETED,REF0EC9816CB121,BROKEN_FK_account_id_to_accounts
TX020252,C0108,A0572,1579.23,ZAR,2025-01-07,06:35:41,DEPOSIT,Deposit - Ref 693342,MOBILE,COMPLETED,REF8D410308675D,BROKEN_FK_account_id_to_accounts
TX020253,C0021,A1205,15907.6575,ZAR,2025-01-24,07:27:52,REVERSAL,Reversal - Ref 647541,MOBILE,COMPLETED,REFA33E10A5A55A,BROKEN_FK_account_id_to_accounts
TX020273,C0326,A0656,3086.26,ZAR,2025-04-10,00:59:24,TRANSFER,Transfer - Ref 294055,BRANCH,COMPLETED,REFBAF9050DA0A4,BROKEN_FK_account_id_to_accounts
TX020287,C0398,A0053,473.25,ZAR,2025-07-05,05:04:32,TRANSFER,Transfer - Ref 609093,ATM,COMPLETED,REF351920738315,BROKEN_FK_account_id_to_accounts
TX020307,C0315,UNKNOWN,584.87,ZAR,2024-09-25,03:35:48,DEBIT_ORDER,Debit Order - Ref 105172,MOBILE,COMPLETED,REF04013577F743,BROKEN_FK_account_id_to_accounts
TX020314,C0049,A1190,3383.58,ZAR,2025-04-18,20:31:56,DEBIT_ORDER,Debit Order - Ref 368830,BRANCH,COMPLETED,REFC08DAACA5BF4,BROKEN_FK_account_id_to_accounts
TX020330,C0807,A0519,701.08,ZAR,2026-01-16,19:50:43,DEPOSIT,Deposit - Ref 220118,MOBILE,COMPLETED,REF28959C66FC2E,BROKEN_FK_account_id_to_accounts
TX020332,C0807,UNKNOWN,4741.92,ZAR,2025-09-04,21:37:35,INTEREST,Interest - Ref 394334,POS,COMPLETED,REF1DE36211ED04,BROKEN_FK_account_id_to_accounts
TX020334,C0381,UNKNOWN,354.31,ZAR,2024-07-20,16:57:09,DEBIT_ORDER,Debit Order - Ref 394048,MOBILE,COMPLETED,REF0F05CD437D30,BROKEN_FK_account_id_to_accounts
TX020343,C0923,UNKNOWN,1502.27,ZAR,2025-11-24,06:44:10,WITHDRAWAL,Withdrawal - Ref 786638,MOBILE,PENDING,REFF81BFCECA7E5,BROKEN_FK_account_id_to_accounts
TX020347,C0381,UNKNOWN,4482.24,ZAR,2024-02-03,10:39:37,DEPOSIT,Deposit - Ref 209614,MOBILE,COMPLETED,REF6B2B27BF8C9A,BROKEN_FK_account_id_to_accounts
TX020349,C0874,A0790,2174.82,ZAR,2025-02-02,01:56:14,PAYMENT,Payment - Ref 455497,MOBILE,PENDING,REF8FDF5A170350,BROKEN_FK_account_id_to_accounts
TX020368,C0426,UNKNOWN,4050.91,ZAR,2024-05-06,19:16:30,DEPOSIT,Deposit - Ref 206781,MOBILE,COMPLETED,REFB8E147C09B7F,BROKEN_FK_account_id_to_accounts
TX020400,C0326,A0448,1366.69,ZAR,2025-07-30,08:06:44,PAYMENT,Payment - Ref 373241,BRANCH,COMPLETED,REF18FC83DDC6C8,BROKEN_FK_account_id_to_accounts
TX020416,C0049,A1190,1607.75,ZAR,2024-04-14,19:43:06,PAYMENT,Payment - Ref 377741,MOBILE,COMPLETED,REF890B734A081D,BROKEN_FK_account_id_to_accounts
TX020444,C0049,A1190,3545.43,ZAR,2024-05-11,23:44:25,TRANSFER,Transfer - Ref 127398,ONLINE,COMPLETED,REF63BF8815B43F,BROKEN_FK_account_id_to_accounts
TX020460,C0451,UNKNOWN,312.08,ZAR,2026-02-23,16:06:40,DEPOSIT,Deposit - Ref 741818,POS,PENDING,REF84D7D5157A9A,BROKEN_FK_account_id_to_accounts
TX020463,C0987,A0943,275.86,ZAR,2024-11-27,23:26:19,FEE,Fee - Ref 227258,ONLINE,COMPLETED,REF00C1A7A32B89,BROKEN_FK_account_id_to_accounts
TX020475,C0261,A0515,228.06,ZAR,2024-08-22,14:32:56,FEE,Fee - Ref 186500,ATM,FAILED,REFA787CC2B4B04,BROKEN_FK_account_id_to_accounts
TX020500,C0439,UNKNOWN,1954.59,ZAR,2024-04-14,20:43:33,PAYMENT,Payment - Ref 620020,ONLINE,REVERSED,REFDC6ACA978F90,BROKEN_FK_account_id_to_accounts
TX020505,C0326,A0448,4291.38,ZAR,2025-04-02,00:49:25,INTEREST,Interest - Ref 165308,ATM,COMPLETED,REF6A3D03042F0A,BROKEN_FK_account_id_to_accounts
TX020521,C0158,A1330,534.24,ZAR,2024-10-27,14:43:11,PAYMENT,Payment - Ref 908653,MOBILE,COMPLETED,REF9F7F0CF3633A,BROKEN_FK_account_id_to_accounts
TX020555,C0922,A0672,631.01,ZAR,2024-04-18,07:09:45,PAYMENT,Payment - Ref 755175,POS,COMPLETED,REF3596F2258A1E,BROKEN_FK_account_id_to_accounts
TX020582,C0922,A0672,15907.6575,ZAR,2024-04-03,19:46:48,REVERSAL,Reversal - Ref 871019,BRANCH,COMPLETED,REF45CADCBD6A00,BROKEN_FK_account_id_to_accounts
TX020608,C0881,A0400,3676.75,ZAR,2024-08-29,02:58:46,INTEREST,Interest - Ref 104581,MOBILE,COMPLETED,REF668129EBF419,BROKEN_FK_account_id_to_accounts
TX020630,C0620,UNKNOWN,234.71,ZAR,2026-02-18,16:32:26,FEE,Fee - Ref 634663,MOBILE,COMPLETED,REF27E28F25E60D,BROKEN_FK_account_id_to_accounts
TX020672,C0108,A0572,404.04,ZAR,2024-11-15,03:05:59,DEBIT_ORDER,Debit Order - Ref 478447,ONLINE,COMPLETED,REF7D771AB76BE8,BROKEN_FK_account_id_to_accounts
TX020679,C0302,UNKNOWN,4651.1,ZAR,2025-04-17,12:16:26,DEPOSIT,Deposit - Ref 637736,MOBILE,COMPLETED,REFA09D8B7FD716,BROKEN_FK_account_id_to_accounts
TX020680,C0429,A1065,15907.6575,ZAR,2024-09-15,18:07:11,REVERSAL,Reversal - Ref 704451,ONLINE,COMPLETED,REFBF45C0B7B11E,BROKEN_FK_account_id_to_accounts
TX020694,C0113,UNKNOWN,6439.46,ZAR,2026-02-25,22:22:31,REVERSAL,Reversal - Ref 520043,MOBILE,COMPLETED,REFF74C164A11A6,BROKEN_FK_account_id_to_accounts
TX020706,C0993,UNKNOWN,2080.13,ZAR,2024-12-18,08:02:55,TRANSFER,Transfer - Ref 634184,BRANCH,COMPLETED,REF027B3BD7EF75,BROKEN_FK_account_id_to_accounts
TX020731,C0398,A0053,15907.6575,ZAR,2025-09-29,04:06:29,REVERSAL,Reversal - Ref 464727,BRANCH,COMPLETED,REF766A22D63496,BROKEN_FK_account_id_to_accounts
