payment_id,customer_id,account_id,policy_id,amount,currency,payment_date,payment_method,status,reference,failure_reason,_quarantine_reason
PAY008567,UNKNOWN,A0946,,417.18,ZAR,2026-07-27,CARD,COMPLETED,PAYREF7ED5EC9455,,BROKEN_FK_customer_id_to_customers
PAY008598,UNKNOWN,A0478,POL0409,219.32,ZAR,2024-06-27,EFT,COMPLETED,PAYREFA41BB5281E,,BROKEN_FK_customer_id_to_customers
PAY008673,UNKNOWN,A1227,POL0417,1165.82,ZAR,2025-03-21,EFT,COMPLETED,PAYREF378AC34C12,,BROKEN_FK_customer_id_to_customers
PAY008676,UNKNOWN,A1166,,531.87,ZAR,2025-11-28,CASH,COMPLETED,PAYREFEE02A58C00,,BROKEN_FK_customer_id_to_customers
PAY008748,UNKNOWN,A0093,POL0632,1102.755,ZAR,2024-06-26,CASH,PENDING,PAYREFD09FFE74D0,,BROKEN_FK_customer_id_to_customers
PAY008755,UNKNOWN,A1492,POL0136,2019.59,ZAR,2024-07-18,MOBILE,COMPLETED,PAYREFA686396B4D,,BROKEN_FK_customer_id_to_customers
PAY008828,UNKNOWN,A1151,POL0711,1102.755,ZAR,2025-09-15,MOBILE,COMPLETED,PAYREF25F261F62F,,BROKEN_FK_customer_id_to_customers
PAY008911,UNKNOWN,A0601,POL0257,830.14,ZAR,2025-08-15,MOBILE,FAILED,PAYREF29DE9CB3E8,Invalid account,BROKEN_FK_customer_id_to_customers
PAY008931,UNKNOWN,A0350,,191.15,ZAR,2026-05-24,DEBIT_ORDER,COMPLETED,PAYREFDD95352C31,,BROKEN_FK_customer_id_to_customers
PAY008938,UNKNOWN,A0347,POL0029,5234.51,ZAR,2024-07-07,CARD,COMPLETED,PAYREF2D7AA48679,,BROKEN_FK_customer_id_to_customers
PAY008972,UNKNOWN,A1118,POL0255,5216.93,ZAR,2025-11-02,DEBIT_ORDER,COMPLETED,PAYREF73682ACD19,,BROKEN_FK_customer_id_to_customers
PAY009010,UNKNOWN,A1255,POL0404,765.64,ZAR,2025-06-24,DEBIT_ORDER,COMPLETED,PAYREFEA40CA54A1,,BROKEN_FK_customer_id_to_customers
PAY009041,UNKNOWN,A1120,POL0471,387.32,ZAR,2025-04-21,DEBIT_ORDER,COMPLETED,PAYREFE6DD52CC08,,BROKEN_FK_customer_id_to_customers
PAY009103,UNKNOWN,A0649,,709.45,ZAR,2026-01-24,CASH,COMPLETED,PAYREF2AE6F04FD8,,BROKEN_FK_customer_id_to_customers
PAY009147,UNKNOWN,A0791,POL0341,1016.45,ZAR,2024-02-25,CASH,COMPLETED,PAYREF760677D5A9,,BROKEN_FK_customer_id_to_customers
PAY009165,UNKNOWN,A0305,POL0133,515.13,ZAR,2025-11-18,EFT,COMPLETED,PAYREF9D4967A0EF,,BROKEN_FK_customer_id_to_customers
PAY009260,UNKNOWN,A0036,,916.43,ZAR,2025-07-05,EFT,PENDING,PAYREF3C333013A8,,BROKEN_FK_customer_id_to_customers
PAY009286,UNKNOWN,A0362,POL0031,134.26,ZAR,2026-03-01,MOBILE,COMPLETED,PAYREF8D1101A04E,,BROKEN_FK_customer_id_to_customers
PAY009298,UNKNOWN,A0012,POL0211,2199.21,ZAR,2025-02-19,EFT,COMPLETED,PAYREF08CBCA76C9,,BROKEN_FK_customer_id_to_customers
PAY009307,UNKNOWN,A0370,POL0718,856.55,ZAR,2024-03-23,DEBIT_ORDER,COMPLETED,PAYREF68667FFC54,,BROKEN_FK_customer_id_to_customers
PAY009312,UNKNOWN,A0563,,856.91,ZAR,2024-07-05,DEBIT_ORDER,FAILED,PAYREF1704F98F56,Account closed,BROKEN_FK_customer_id_to_customers
PAY009397,UNKNOWN,A1421,POL0319,893.32,ZAR,2024-03-01,CARD,COMPLETED,PAYREFA8B0923B94,,BROKEN_FK_customer_id_to_customers
PAY009507,UNKNOWN,A0848,POL0535,2834.49,ZAR,2025-01-02,MOBILE,REVERSED,PAYREFDF9F6581CD,,BROKEN_FK_customer_id_to_customers
PAY009756,UNKNOWN,A0113,POL0370,1325.18,ZAR,2024-08-18,CASH,COMPLETED,PAYREF61AD870E2E,,BROKEN_FK_customer_id_to_customers
PAY009811,UNKNOWN,A1103,POL0455,914.79,ZAR,2026-05-30,DEBIT_ORDER,COMPLETED,PAYREF96BA2FAB2E,,BROKEN_FK_customer_id_to_customers
PAY009868,UNKNOWN,A0231,POL0214,1160.36,ZAR,2024-11-15,EFT,COMPLETED,PAYREF3BEE4A32F8,,BROKEN_FK_customer_id_to_customers
PAY009932,UNKNOWN,A0944,,1102.755,ZAR,2024-08-17,MOBILE,COMPLETED,PAYREFC3CF73A250,,BROKEN_FK_customer_id_to_customers
PAY000037,C0373,A0380,,6939.57,ZAR,2026-06-22,CASH,COMPLETED,PAYREF363748CC8F,,BROKEN_FK_account_id_to_accounts
PAY000140,C0644,A0779,,1628.1,ZAR,2025-12-26,MOBILE,PENDING,PAYREFF23A4410CF,,BROKEN_FK_account_id_to_accounts
PAY000192,C0852,A1330,,4836.84,ZAR,2025-10-22,CARD,COMPLETED,PAYREFD4CF87C587,,BROKEN_FK_account_id_to_accounts
PAY000265,C0252,A0556,POL0028,1102.755,ZAR,2025-06-29,MOBILE,COMPLETED,PAYREFC220C4F475,,BROKEN_FK_account_id_to_accounts
PAY000268,C0667,A0469,,1205.62,ZAR,2026-01-17,MOBILE,COMPLETED,PAYREF01F2B59EF8,,BROKEN_FK_account_id_to_accounts
PAY000318,C0475,A1181,POL0396,1205.21,ZAR,2025-11-01,MOBILE,PENDING,PAYREF0B43B2C256,,BROKEN_FK_account_id_to_accounts
PAY000337,C0271,A0141,,3132.81,ZAR,2024-12-08,CASH,FAILED,PAYREF3F3573A5B3,Technical error,BROKEN_FK_account_id_to_accounts
PAY000373,C0125,A1330,,6939.57,ZAR,2026-01-28,MOBILE,COMPLETED,PAYREFB1C086FC86,,BROKEN_FK_account_id_to_accounts
PAY000407,C0620,A0448,,504.87,ZAR,2025-07-26,CARD,FAILED,PAYREF4548E94D84,Limit exceeded,BROKEN_FK_account_id_to_accounts
PAY000421,C0607,A1444,,1102.65,ZAR,2024-05-18,CARD,COMPLETED,PAYREF87529CC32C,,BROKEN_FK_account_id_to_accounts
PAY000444,C0128,A0345,,68.41,ZAR,2024-12-07,DEBIT_ORDER,COMPLETED,PAYREF62A2BA1D59,,BROKEN_FK_account_id_to_accounts
PAY000450,C0522,A0418,POL0282,164.02,ZAR,2025-01-03,CARD,PENDING,PAYREF1CD7513B2F,,BROKEN_FK_account_id_to_accounts
PAY000501,C0050,A1169,POL0463,653.39,ZAR,2025-05-20,EFT,REVERSED,PAYREF83AFAEFCD5,,BROKEN_FK_account_id_to_accounts
PAY000515,C0857,A1025,POL0385,418.26,ZAR,2026-09-12,MOBILE,COMPLETED,PAYREF926A99B093,,BROKEN_FK_account_id_to_accounts
PAY000537,C0793,A0790,,1245.61,ZAR,2025-11-27,MOBILE,PENDING,PAYREF7277DDF6E8,,BROKEN_FK_account_id_to_accounts
PAY000632,C0827,A0556,POL0728,3020.94,ZAR,2024-02-08,EFT,FAILED,PAYREF9BDA3F2FE8,Technical error,BROKEN_FK_account_id_to_accounts
PAY000635,C0074,A0380,,1000.61,ZAR,2024-03-10,CASH,COMPLETED,PAYREFEC2F77B14D,,BROKEN_FK_account_id_to_accounts
PAY000671,C0626,A0572,POL0481,418.92,ZAR,2024-01-05,EFT,COMPLETED,PAYREFA87657991C,,BROKEN_FK_account_id_to_accounts
PAY000674,C0804,A0938,POL0175,3914.02,ZAR,2025-04-01,DEBIT_ORDER,COMPLETED,PAYREF2D62F6C3CB,,BROKEN_FK_account_id_to_accounts
PAY000677,C0504,A0422,,1694.32,ZAR,2025-12-08,CARD,COMPLETED,PAYREF99B05435CD,,BROKEN_FK_account_id_to_accounts
PAY000758,C0467,A1314,POL0785,638.26,ZAR,2026-07-03,EFT,COMPLETED,PAYREFD95519AD41,,BROKEN_FK_account_id_to_accounts
PAY000770,C0337,A1146,,2161.04,ZAR,2025-01-05,EFT,COMPLETED,PAYREF8D5525B418,,BROKEN_FK_account_id_to_accounts
PAY000834,C0009,A0994,POL0119,835.32,ZAR,2025-08-03,MOBILE,PENDING,PAYREF7CD002804E,,BROKEN_FK_account_id_to_accounts
PAY000938,C0565,A0694,POL0436,414.47,ZAR,2026-04-04,CARD,COMPLETED,PAYREFC45E189B5E,,BROKEN_FK_account_id_to_accounts
PAY000960,C0086,A1146,POL0635,579.79,ZAR,2026-02-22,EFT,COMPLETED,PAYREF92C935958F,,BROKEN_FK_account_id_to_accounts
PAY000988,C0909,A0473,POL0599,4508.78,ZAR,2025-09-24,DEBIT_ORDER,COMPLETED,PAYREFE4049BCDFA,,BROKEN_FK_account_id_to_accounts
PAY001019,C0214,A0672,,1100.26,ZAR,2025-05-01,CASH,COMPLETED,PAYREF4708114C1C,,BROKEN_FK_account_id_to_accounts
PAY001027,C0464,A0544,POL0011,709.06,ZAR,2026-08-02,CARD,COMPLETED,PAYREF775451EDEE,,BROKEN_FK_account_id_to_accounts
PAY001030,C0631,A1438,POL0024,998.89,ZAR,2026-01-19,MOBILE,COMPLETED,PAYREF8DE4F16210,,BROKEN_FK_account_id_to_accounts
PAY001031,C0497,A1065,,353.7,ZAR,2024-03-21,DEBIT_ORDER,COMPLETED,PAYREFA073B1E29D,,BROKEN_FK_account_id_to_accounts
PAY001065,C0342,A1330,POL0364,6939.57,ZAR,2026-05-27,MOBILE,COMPLETED,PAYREF621A5A217B,,BROKEN_FK_account_id_to_accounts
PAY001066,C0607,A0519,POL0674,698.56,ZAR,2025-08-02,CASH,FAILED,PAYREFE083A4AF91,Limit exceeded,BROKEN_FK_account_id_to_accounts
PAY001076,C0582,A0448,POL0097,313.73,ZAR,2025-11-20,DEBIT_ORDER,COMPLETED,PAYREF10A88DAC17,,BROKEN_FK_account_id_to_accounts
PAY001098,C0385,A0418,,1036.28,ZAR,2024-01-12,DEBIT_ORDER,PENDING,PAYREFB323A41771,,BROKEN_FK_account_id_to_accounts
PAY001114,C0178,A0452,POL0085,6939.57,ZAR,2024-07-25,MOBILE,COMPLETED,PAYREF3DA277F340,,BROKEN_FK_account_id_to_accounts
PAY001155,C0479,A1169,,419.19,ZAR,2025-11-01,CASH,COMPLETED,PAYREF28E4AC7CBC,,BROKEN_FK_account_id_to_accounts
PAY001186,C0986,A1487,POL0322,155.46,ZAR,2025-12-22,EFT,COMPLETED,PAYREF995F5696EB,,BROKEN_FK_account_id_to_accounts
PAY001205,C0636,A0436,,482.85,ZAR,2024-04-18,EFT,COMPLETED,PAYREF46DFED5773,,BROKEN_FK_account_id_to_accounts
PAY001214,C0462,A0418,,6939.57,ZAR,2026-07-02,CASH,COMPLETED,PAYREF2360A08317,,BROKEN_FK_account_id_to_accounts
PAY001276,C0397,A0699,POL0758,4321.13,ZAR,2025-04-13,EFT,COMPLETED,PAYREFF75E06264E,,BROKEN_FK_account_id_to_accounts
PAY001291,C0225,A0943,,526.83,ZAR,2024-01-26,CARD,FAILED,PAYREF95B39AE979,Invalid account,BROKEN_FK_account_id_to_accounts
PAY001305,C0209,A0937,POL0067,5530.37,ZAR,2024-08-14,EFT,COMPLETED,PAYREF2458132472,,BROKEN_FK_account_id_to_accounts
PAY001314,C0408,A0672,POL0688,5002.24,ZAR,2024-02-01,MOBILE,PENDING,PAYREF7FF6195FFD,,BROKEN_FK_account_id_to_accounts
PAY001316,C0634,A0937,,6939.57,ZAR,2024-08-11,MOBILE,COMPLETED,PAYREF81D7EF6C43,,BROKEN_FK_account_id_to_accounts
PAY001343,C0739,A0572,,2812.9,ZAR,2024-07-02,DEBIT_ORDER,COMPLETED,PAYREF670683C09E,,BROKEN_FK_account_id_to_accounts
PAY001352,C0857,A1438,POL0321,832.6,ZAR,2024-01-12,CASH,COMPLETED,PAYREFA0F11CA57C,,BROKEN_FK_account_id_to_accounts
PAY001373,C0036,A0305,POL0415,848.8,ZAR,2026-07-22,CARD,COMPLETED,PAYREF7A6E19E8F3,,BROKEN_FK_account_id_to_accounts
PAY001441,C0915,A0400,POL0516,4063.7,ZAR,2025-10-03,EFT,COMPLETED,PAYREFE8BDB460E2,,BROKEN_FK_account_id_to_accounts
PAY001498,C0552,A0291,POL0456,3717.18,ZAR,2024-07-27,MOBILE,COMPLETED,PAYREFCE3241759C,,BROKEN_FK_account_id_to_accounts
PAY001508,C0463,A1444,POL0082,1159.95,ZAR,2025-04-30,EFT,COMPLETED,PAYREFB0A6965163,,BROKEN_FK_account_id_to_accounts
PAY001540,C0889,A1314,,754.08,ZAR,2026-08-06,DEBIT_ORDER,COMPLETED,PAYREF6EDDB8A83A,,BROKEN_FK_account_id_to_accounts
PAY001550,C0509,A0779,,488.51,ZAR,2024-08-29,MOBILE,COMPLETED,PAYREF8AC9F24DB9,,BROKEN_FK_account_id_to_accounts
PAY001566,C0621,A0422,,101.37,ZAR,2025-04-17,MOBILE,PENDING,PAYREF6F37E81F08,,BROKEN_FK_account_id_to_accounts
PAY001569,C0370,A0656,,2595.86,ZAR,2026-03-25,CARD,COMPLETED,PAYREF8D58764EFB,,BROKEN_FK_account_id_to_accounts
PAY001603,C0414,A0473,,1206.65,ZAR,2024-12-24,DEBIT_ORDER,COMPLETED,PAYREF82482EA80F,,BROKEN_FK_account_id_to_accounts
PAY001604,C0548,A0943,POL0367,593.01,ZAR,2024-12-22,CARD,COMPLETED,PAYREF21FA0093E6,,BROKEN_FK_account_id_to_accounts
PAY001644,C0694,A0572,,3587.02,ZAR,2026-08-24,CASH,COMPLETED,PAYREF26F4E48260,,BROKEN_FK_account_id_to_accounts
PAY001667,C0588,A0994,,1524.27,ZAR,2026-02-11,EFT,COMPLETED,PAYREF2BA9B70CB1,,BROKEN_FK_account_id_to_accounts
PAY001668,C0174,A1438,,458.28,ZAR,2026-03-20,MOBILE,COMPLETED,PAYREFE16A657DC6,,BROKEN_FK_account_id_to_accounts
PAY001789,C0398,A1025,POL0051,1226.08,ZAR,2025-05-19,EFT,COMPLETED,PAYREF07C28392F1,,BROKEN_FK_account_id_to_accounts
PAY001791,C0274,A0694,POL0793,4328.12,ZAR,2025-11-07,EFT,FAILED,PAYREF81D2570CB5,Account closed,BROKEN_FK_account_id_to_accounts
PAY001834,C0235,A1169,POL0385,2059.22,ZAR,2025-10-13,CARD,COMPLETED,PAYREF0A4A896BBC,,BROKEN_FK_account_id_to_accounts
PAY001855,C0020,A0436,,239.83,ZAR,2025-11-28,EFT,COMPLETED,PAYREF65A7019077,,BROKEN_FK_account_id_to_accounts
PAY001883,C0787,A0282,POL0295,2304.02,ZAR,2026-05-10,MOBILE,COMPLETED,PAYREFC6055ACD80,,BROKEN_FK_account_id_to_accounts
PAY001951,C0326,A0699,POL0449,4949.22,ZAR,2026-04-25,EFT,COMPLETED,PAYREFE2B25347E5,,BROKEN_FK_account_id_to_accounts
PAY001996,C0082,A1330,POL0506,4270.25,ZAR,2025-03-02,MOBILE,COMPLETED,PAYREF1A719FD894,,BROKEN_FK_account_id_to_accounts
PAY002033,C0850,A0452,POL0223,211.78,ZAR,2025-08-19,MOBILE,COMPLETED,PAYREFE8EE97D30D,,BROKEN_FK_account_id_to_accounts
PAY002056,C0622,A0694,,1073.05,ZAR,2024-04-25,EFT,FAILED,PAYREFC9E0FD5547,Account closed,BROKEN_FK_account_id_to_accounts
PAY002089,C0844,A0305,POL0386,167.44,ZAR,2026-08-24,CARD,COMPLETED,PAYREF888916727D,,BROKEN_FK_account_id_to_accounts
PAY002172,C0728,A0699,,1810.21,ZAR,2025-09-24,MOBILE,COMPLETED,PAYREFF51692D5C6,,BROKEN_FK_account_id_to_accounts
PAY002247,C0031,A0469,POL0604,1648.33,ZAR,2026-07-24,CASH,COMPLETED,PAYREF1F2639A232,,BROKEN_FK_account_id_to_accounts
PAY002262,C0546,A0589,POL0518,2606.16,ZAR,2026-01-14,CARD,REVERSED,PAYREF9710D3D066,,BROKEN_FK_account_id_to_accounts
PAY002269,C0456,A1181,,6939.57,ZAR,2024-07-11,CASH,COMPLETED,PAYREF9DC41859B4,,BROKEN_FK_account_id_to_accounts
PAY002274,C0778,A0469,POL0679,5037.96,ZAR,2025-02-12,CARD,COMPLETED,PAYREF03D8CF42F8,,BROKEN_FK_account_id_to_accounts
PAY002294,C0585,A0563,POL0116,4001.13,ZAR,2026-09-12,MOBILE,COMPLETED,PAYREFA019CDCD3D,,BROKEN_FK_account_id_to_accounts
PAY002327,C0785,A0415,,643.44,ZAR,2025-02-09,CARD,COMPLETED,PAYREFCCB8488279,,BROKEN_FK_account_id_to_accounts
PAY002340,C0461,A0790,POL0382,1215.3,ZAR,2024-07-21,EFT,FAILED,PAYREF755C409DA8,Insufficient funds,BROKEN_FK_account_id_to_accounts
PAY002415,C0902,A0469,POL0641,328.53,ZAR,2026-06-13,MOBILE,COMPLETED,PAYREFD402D74807,,BROKEN_FK_account_id_to_accounts
PAY002556,C0967,A0943,POL0618,1706.82,ZAR,2026-04-14,DEBIT_ORDER,COMPLETED,PAYREFD9713C01B2,,BROKEN_FK_account_id_to_accounts
PAY002580,C0683,A0380,,808.64,ZAR,2024-01-31,MOBILE,COMPLETED,PAYREFA3FBDFFF4D,,BROKEN_FK_account_id_to_accounts
PAY002616,C0088,A0994,,389.61,ZAR,2024-03-02,MOBILE,COMPLETED,PAYREF2AC219491B,,BROKEN_FK_account_id_to_accounts
PAY002673,C0969,A0699,POL0722,2279.6,ZAR,2025-06-24,MOBILE,COMPLETED,PAYREF00552DECA5,,BROKEN_FK_account_id_to_accounts
PAY002705,C0252,A1330,,1046.74,ZAR,2026-07-08,MOBILE,FAILED,PAYREFB29EA00BDD,Technical error,BROKEN_FK_account_id_to_accounts
PAY002719,C0167,A0436,,3394.4,ZAR,2026-04-12,CASH,COMPLETED,PAYREFEFF83C1CC1,,BROKEN_FK_account_id_to_accounts
PAY002767,C0911,A0699,,694.13,ZAR,2026-07-19,CASH,COMPLETED,PAYREF00BB1159E8,,BROKEN_FK_account_id_to_accounts
PAY002798,C0469,A1386,POL0568,3469.48,ZAR,2025-12-28,CASH,COMPLETED,PAYREFBA1FC1365F,,BROKEN_FK_account_id_to_accounts
PAY002855,C0555,A0790,,3748.57,ZAR,2026-06-20,MOBILE,COMPLETED,PAYREFFB716F7BBA,,BROKEN_FK_account_id_to_accounts
PAY002868,C0123,A0418,,1509.93,ZAR,2024-05-15,CASH,COMPLETED,PAYREF8D9B7F496B,,BROKEN_FK_account_id_to_accounts
PAY002888,C0103,A0282,,3243.02,ZAR,2024-02-03,DEBIT_ORDER,FAILED,PAYREF6A11982CB9,Invalid account,BROKEN_FK_account_id_to_accounts
PAY002922,C0384,A0694,,693.0,ZAR,2026-07-21,DEBIT_ORDER,COMPLETED,PAYREFF792D83DF9,,BROKEN_FK_account_id_to_accounts
PAY002979,C0057,A0572,POL0660,6939.57,ZAR,2024-07-09,CARD,COMPLETED,PAYREFE2EAD7ED88,,BROKEN_FK_account_id_to_accounts
PAY002999,C0857,A1146,POL0312,1056.69,ZAR,2024-10-05,CARD,COMPLETED,PAYREF10A3B8492F,,BROKEN_FK_account_id_to_accounts
PAY003214,C0861,A0589,POL0539,2884.27,ZAR,2026-05-01,EFT,COMPLETED,PAYREF7F6F86C083,,BROKEN_FK_account_id_to_accounts
PAY003218,C0384,A0519,POL0058,1631.55,ZAR,2026-02-16,CARD,COMPLETED,PAYREF3BC347AB16,,BROKEN_FK_account_id_to_accounts
PAY003229,C0872,A0519,,929.52,ZAR,2026-05-12,CARD,COMPLETED,PAYREF6A066A9171,,BROKEN_FK_account_id_to_accounts
PAY003245,C0159,A0672,POL0737,1584.62,ZAR,2026-05-27,MOBILE,COMPLETED,PAYREF0A33DF5091,,BROKEN_FK_account_id_to_accounts
PAY003274,C0292,A1190,POL0280,3644.58,ZAR,2024-05-16,CARD,COMPLETED,PAYREFEACC7BD242,,BROKEN_FK_account_id_to_accounts
PAY003280,C0926,A1444,POL0229,858.72,ZAR,2024-05-25,CARD,PENDING,PAYREF86F3FE4737,,BROKEN_FK_account_id_to_accounts
PAY003286,C0244,A1330,POL0604,479.45,ZAR,2024-07-24,CARD,PENDING,PAYREFEEF8A89CF5,,BROKEN_FK_account_id_to_accounts
PAY003289,C0408,A0345,POL0758,1899.6,ZAR,2026-02-05,EFT,FAILED,PAYREF989648F09D,Limit exceeded,BROKEN_FK_account_id_to_accounts
PAY003311,C0855,A0380,POL0581,1044.43,ZAR,2024-06-08,CASH,COMPLETED,PAYREFE9E7763568,,BROKEN_FK_account_id_to_accounts
PAY003388,C0484,A0672,POL0353,6939.57,ZAR,2024-05-23,CASH,COMPLETED,PAYREFC5365D84C1,,BROKEN_FK_account_id_to_accounts
PAY003396,C0126,A0563,,1102.755,ZAR,2026-08-10,DEBIT_ORDER,COMPLETED,PAYREF0FDF7E420D,,BROKEN_FK_account_id_to_accounts
PAY003400,C0986,A0452,POL0712,200.69,ZAR,2024-09-10,MOBILE,COMPLETED,PAYREF348E4E260A,,BROKEN_FK_account_id_to_accounts
PAY003403,C0849,A1169,POL0229,1102.755,ZAR,2026-07-15,DEBIT_ORDER,COMPLETED,PAYREF62A2481326,,BROKEN_FK_account_id_to_accounts
PAY003460,C0056,A1487,,1084.83,ZAR,2026-03-03,MOBILE,COMPLETED,PAYREF583395C535,,BROKEN_FK_account_id_to_accounts
PAY003465,C0635,A0380,POL0312,1348.41,ZAR,2025-05-22,MOBILE,REVERSED,PAYREF67A80405BC,,BROKEN_FK_account_id_to_accounts
PAY003484,C0240,A1190,POL0449,784.53,ZAR,2024-01-13,CARD,FAILED,PAYREF6AD53858B5,Account closed,BROKEN_FK_account_id_to_accounts
PAY003491,C0153,A1205,,1435.4,ZAR,2025-03-03,EFT,COMPLETED,PAYREF67842F0AF7,,BROKEN_FK_account_id_to_accounts
PAY003496,C0041,A0563,POL0026,1597.56,ZAR,2026-06-30,CASH,COMPLETED,PAYREF69B6A17DE5,,BROKEN_FK_account_id_to_accounts
PAY003508,C0831,A1065,POL0162,3466.95,ZAR,2025-02-16,MOBILE,COMPLETED,PAYREF71BCA7E92B,,BROKEN_FK_account_id_to_accounts
PAY003521,C0888,A1200,POL0693,3897.42,ZAR,2024-10-20,MOBILE,COMPLETED,PAYREF17D36B38D4,,BROKEN_FK_account_id_to_accounts
PAY003526,C0235,A1444,POL0033,2055.81,ZAR,2024-07-02,EFT,COMPLETED,PAYREFE5349713DC,,BROKEN_FK_account_id_to_accounts
PAY003543,C0967,A0380,POL0088,1083.67,ZAR,2026-01-23,DEBIT_ORDER,COMPLETED,PAYREFAACBF7F516,,BROKEN_FK_account_id_to_accounts
PAY003569,C0323,A0473,POL0530,3929.59,ZAR,2024-03-31,MOBILE,COMPLETED,PAYREFA655384DC2,,BROKEN_FK_account_id_to_accounts
PAY003641,C0427,A0672,,421.76,ZAR,2024-09-26,EFT,COMPLETED,PAYREFD69B712742,,BROKEN_FK_account_id_to_accounts
PAY003644,C0780,A0943,POL0401,525.53,ZAR,2024-10-10,CASH,COMPLETED,PAYREF464E71B167,,BROKEN_FK_account_id_to_accounts
PAY003658,C0105,A0937,POL0142,608.77,ZAR,2024-08-07,MOBILE,COMPLETED,PAYREFF8F922C91A,,BROKEN_FK_account_id_to_accounts
PAY003692,C0464,A0779,,6160.78,ZAR,2025-12-17,MOBILE,COMPLETED,PAYREF0D13098E9B,,BROKEN_FK_account_id_to_accounts
PAY003709,C0859,A0699,POL0405,793.46,ZAR,2025-01-06,CASH,COMPLETED,PAYREF2957F3065D,,BROKEN_FK_account_id_to_accounts
PAY003752,C0921,A1444,POL0137,979.03,ZAR,2024-04-22,DEBIT_ORDER,COMPLETED,PAYREFD79AB1BE21,,BROKEN_FK_account_id_to_accounts
PAY003790,C0102,A1169,POL0465,251.23,ZAR,2026-01-22,DEBIT_ORDER,REVERSED,PAYREF7FE3E5A13A,,BROKEN_FK_account_id_to_accounts
PAY003794,C0747,A1200,POL0067,478.88,ZAR,2025-11-04,CARD,COMPLETED,PAYREFD7ABD62E4D,,BROKEN_FK_account_id_to_accounts
PAY003844,C0546,A0469,POL0469,762.82,ZAR,2024-07-21,CASH,COMPLETED,PAYREFAFFFDA5635,,BROKEN_FK_account_id_to_accounts
PAY003845,C0875,A0436,POL0726,935.68,ZAR,2025-12-20,MOBILE,COMPLETED,PAYREF8121250050,,BROKEN_FK_account_id_to_accounts
PAY003859,C0835,A0469,POL0595,4520.2,ZAR,2024-06-21,CASH,PENDING,PAYREF1A74F919BD,,BROKEN_FK_account_id_to_accounts
PAY003913,C0788,A0556,POL0475,1442.99,ZAR,2024-05-19,CASH,FAILED,PAYREFF4A5F198DD,Account closed,BROKEN_FK_account_id_to_accounts
PAY003972,C0529,A0779,POL0736,2046.85,ZAR,2026-09-02,MOBILE,COMPLETED,PAYREFDC1B8FF5A9,,BROKEN_FK_account_id_to_accounts
PAY004013,C0295,A0415,,1233.85,ZAR,2026-07-08,MOBILE,PENDING,PAYREF9A736F83AE,,BROKEN_FK_account_id_to_accounts
PAY004062,C0193,A0400,POL0742,617.95,ZAR,2025-11-30,MOBILE,COMPLETED,PAYREFB6CF9B8127,,BROKEN_FK_account_id_to_accounts
PAY004137,C0161,A0790,POL0347,760.4,ZAR,2025-11-14,EFT,COMPLETED,PAYREFFFE68D4E0F,,BROKEN_FK_account_id_to_accounts
PAY004184,C0670,A1438,,1691.69,ZAR,2026-04-12,MOBILE,FAILED,PAYREF35D11CF9CC,Insufficient funds,BROKEN_FK_account_id_to_accounts
PAY004249,C0633,A1065,POL0013,1131.35,ZAR,2024-11-01,MOBILE,PENDING,PAYREF350736CCA4,,BROKEN_FK_account_id_to_accounts
PAY004277,C0182,A0519,POL0371,3590.59,ZAR,2024-11-02,DEBIT_ORDER,COMPLETED,PAYREFF9E3D37DAC,,BROKEN_FK_account_id_to_accounts
PAY004287,C0546,A0436,,45.61,ZAR,2026-05-05,MOBILE,COMPLETED,PAYREF973DE3D9CE,,BROKEN_FK_account_id_to_accounts
PAY004307,C0632,A0572,POL0703,1562.34,ZAR,2025-11-06,EFT,PENDING,PAYREFE8A4932B95,,BROKEN_FK_account_id_to_accounts
PAY004337,C0383,A1236,POL0393,6939.57,ZAR,2025-12-09,CASH,COMPLETED,PAYREF1918C8AAEF,,BROKEN_FK_account_id_to_accounts
PAY004349,C0084,A0556,,302.27,ZAR,2025-02-15,CASH,COMPLETED,PAYREFE78E946645,,BROKEN_FK_account_id_to_accounts
PAY004367,C0586,A1438,,1102.755,ZAR,2025-05-14,MOBILE,COMPLETED,PAYREF73EEDC3FAF,,BROKEN_FK_account_id_to_accounts
PAY004374,C0962,A0937,,562.46,ZAR,2024-06-08,CASH,COMPLETED,PAYREFCE851FA40C,,BROKEN_FK_account_id_to_accounts
PAY004375,C0429,A0779,,345.05,ZAR,2025-07-22,CASH,COMPLETED,PAYREFC16232C36F,,BROKEN_FK_account_id_to_accounts
PAY004377,C0002,A0380,,6711.35,ZAR,2026-08-19,CARD,COMPLETED,PAYREFDD5CDBADEC,,BROKEN_FK_account_id_to_accounts
PAY004383,C0042,A0380,,1135.61,ZAR,2024-06-14,DEBIT_ORDER,PENDING,PAYREF3AD2385FE2,,BROKEN_FK_account_id_to_accounts
PAY004487,C0178,A0563,,1541.97,ZAR,2025-06-26,CARD,COMPLETED,PAYREFF5EB301F69,,BROKEN_FK_account_id_to_accounts
PAY004552,C0829,A0519,POL0430,385.47,ZAR,2024-07-12,MOBILE,FAILED,PAYREFE4905E165B,Limit exceeded,BROKEN_FK_account_id_to_accounts
PAY004565,C0973,A0515,,2075.25,ZAR,2025-03-09,MOBILE,COMPLETED,PAYREF63216B282C,,BROKEN_FK_account_id_to_accounts
