policy_id,customer_id,policy_type,status,start_date,end_date,premium_amount,cover_amount,currency,payment_frequency,beneficiary_count,underwriting_status
POL0406,C0963,INVESTMENT,LAPSED,2016-11-10,2041-11-04,14605.8,206416.94,ZAR,ANNUALLY,4,STANDARD
POL0407,C0968,RETIREMENT,ACTIVE,2021-03-13,2031-03-11,7248.86,545309.35,ZAR,MONTHLY,1,STANDARD
POL0408,C0442,SHORT_TERM,ACTIVE,2015-05-28,2030-05-24,1096.91,582210.3,ZAR,ANNUALLY,4,PREFERRED
POL0409,C0139,FUNERAL,LAPSED,2022-09-04,2027-09-03,142.94,64625.44,ZAR,MONTHLY,2,STANDARD
POL0410,C0218,HEALTH,LAPSED,2015-03-28,2030-03-24,6499.87,1335649.97,ZAR,MONTHLY,2,STANDARD
POL0411,C0771,SHORT_TERM,ACTIVE,2021-08-04,2036-07-31,2691.4,1644647.02,ZAR,MONTHLY,2,STANDARD
POL0412,C0259,SHORT_TERM,ACTIVE,2023-07-22,2048-07-15,1754.44,585266.64,ZAR,MONTHLY,3,STANDARD
POL0413,C0336,INVESTMENT,ACTIVE,2026-03-31,2051-03-25,3233.08,111867.21,ZAR,MONTHLY,2,DECLINED
POL0414,C0681,LIFE,ACTIVE,2020-02-07,2030-02-04,3147.8,806359.33,ZAR,MONTHLY,1,STANDARD
POL0415,C0972,LIFE,ACTIVE,2016-12-25,2026-12-23,1912.66,938377.75,ZAR,QUARTERLY,4,STANDARD
POL0416,C0892,INVESTMENT,LAPSED,2016-01-30,2031-01-26,561.85,19459.97,ZAR,MONTHLY,2,STANDARD
POL0417,C0677,INVESTMENT,ACTIVE,2018-12-27,2033-12-23,9329.57,114942.29,ZAR,ANNUALLY,5,STANDARD
POL0418,C0050,HEALTH,PAID_UP,2024-09-06,2054-08-30,5172.25,3121846.28,ZAR,ANNUALLY,5,PREFERRED
POL0419,C0078,FUNERAL,ACTIVE,2017-03-10,2027-03-08,342.57,63949.36,ZAR,ANNUALLY,4,PREFERRED
POL0420,C0899,FUNERAL,ACTIVE,2023-01-04,2042-12-30,336.88,70710.24,ZAR,QUARTERLY,2,SUBSTANDARD
POL0421,C0752,SHORT_TERM,ACTIVE,2021-05-11,2051-05-04,2222.84,1872201.77,ZAR,MONTHLY,2,STANDARD
POL0422,C0335,SHORT_TERM,ACTIVE,2025-02-27,2050-02-21,1522.61,417277.2,ZAR,QUARTERLY,4,STANDARD
POL0423,C0130,FUNERAL,PAID_UP,2026-02-18,2041-02-14,361.95,72892.83,ZAR,QUARTERLY,5,STANDARD
POL0424,C0455,FUNERAL,CANCELLED,2019-05-22,2024-05-20,78.45,59644.74,ZAR,MONTHLY,1,PREFERRED
POL0425,C0996,HEALTH,LAPSED,2017-05-19,2042-05-13,1994.17,2405310.58,ZAR,QUARTERLY,2,PREFERRED
POL0426,C0100,LIFE,ACTIVE,2018-08-09,2028-08-06,3452.6,872385.72,ZAR,MONTHLY,2,PREFERRED
POL0427,C0623,SHORT_TERM,MATURED,2017-03-11,2022-03-10,2609.15,304960.35,ZAR,QUARTERLY,3,SUBSTANDARD
POL0428,C0463,HEALTH,ACTIVE,2021-01-22,2051-01-15,2060.99,3856034.48,ZAR,ANNUALLY,4,STANDARD
POL0429,C0897,INVESTMENT,ACTIVE,2021-07-22,2041-07-17,2543.78,42295.26,ZAR,QUARTERLY,2,STANDARD
POL0430,C0930,RETIREMENT,LAPSED,2024-09-28,2044-09-23,26400.81,2038716.16,ZAR,MONTHLY,3,STANDARD
POL0431,C0799,FUNERAL,CANCELLED,2019-03-07,2024-03-05,329.44,99816.4,ZAR,ANNUALLY,3,PREFERRED
POL0432,C0840,FUNERAL,ACTIVE,2017-05-05,2027-05-03,,17476.37,ZAR,MONTHLY,4,SUBSTANDARD
POL0433,C0440,RETIREMENT,ACTIVE,2017-11-17,2047-11-10,28065.71,1649317.28,ZAR,ANNUALLY,1,PREFERRED
POL0434,C0695,INVESTMENT,ACTIVE,2024-06-25,2034-06-23,9928.58,352069.72,ZAR,ANNUALLY,2,PREFERRED
POL0435,C0142,LIFE,CANCELLED,2020-02-13,2045-02-06,-3509.09,1277916.0,ZAR,MONTHLY,2,DECLINED
POL0436,C0432,FUNERAL,ACTIVE,2023-09-02,2033-08-30,135.86,91618.57,ZAR,QUARTERLY,1,STANDARD
POL0437,C0068,LIFE,ACTIVE,2019-01-30,2029-01-27,4126.66,1027516.6,ZAR,QUARTERLY,3,STANDARD
POL0438,C0111,INVESTMENT,CANCELLED,2016-01-28,2041-01-21,15378.08,673163.36,ZAR,ANNUALLY,4,SUBSTANDARD
POL0439,C0765,INVESTMENT,ACTIVE,2023-02-10,2028-02-09,7756.75,246489.98,ZAR,ANNUALLY,1,PREFERRED
POL0440,C0989,INVESTMENT,ACTIVE,2021-09-20,2031-09-18,3921.05,123633.25,ZAR,MONTHLY,4,STANDARD
POL0441,C0851,HEALTH,ACTIVE,2016-08-15,2026-08-13,6745.9,3266121.07,ZAR,ANNUALLY,3,STANDARD
POL0442,C0932,INVESTMENT,ACTIVE,2026-08-07,2031-08-06,9941.31,199129.62,ZAR,MONTHLY,5,STANDARD
POL0443,C0007,RETIREMENT,ACTIVE,2016-09-30,2041-09-24,18397.68,1635951.69,ZAR,ANNUALLY,4,STANDARD
POL0444,C0014,INVESTMENT,CANCELLED,2017-12-23,2032-12-19,1185.38,57349.4,ZAR,ANNUALLY,1,STANDARD
POL0445,C0154,RETIREMENT,ACTIVE,2020-02-14,2030-02-11,29725.84,2716007.03,ZAR,ANNUALLY,1,STANDARD
POL0446,C0566,RETIREMENT,ACTIVE,2023-10-23,2038-10-19,11903.71,525563.42,ZAR,MONTHLY,3,SUBSTANDARD
POL0447,C0174,SHORT_TERM,LAPSED,2023-09-27,2033-09-24,1934.52,768187.18,ZAR,ANNUALLY,4,STANDARD
POL0448,C0837,RETIREMENT,LAPSED,2026-06-25,2046-06-20,12079.99,896473.0,ZAR,MONTHLY,1,STANDARD
POL0449,C0190,INVESTMENT,LAPSED,2026-07-03,2046-06-28,19177.08,491220.94,ZAR,ANNUALLY,1,STANDARD
POL0450,C0323,INVESTMENT,ACTIVE,2018-11-04,2048-10-27,2854.69,93900.04,ZAR,QUARTERLY,4,SUBSTANDARD
POL0451,C0423,INVESTMENT,MATURED,2025-10-14,2055-10-07,565.71,22140.14,ZAR,QUARTERLY,4,SUBSTANDARD
POL0452,C0598,INVESTMENT,ACTIVE,2026-05-04,2041-04-30,17667.98,571620.64,ZAR,QUARTERLY,2,STANDARD
POL0453,C0822,LIFE,ACTIVE,2023-02-23,2028-02-22,2084.31,971741.59,ZAR,ANNUALLY,3,STANDARD
POL0454,C0973,INVESTMENT,MATURED,2024-10-03,2039-09-30,-9746.91,318096.58,ZAR,MONTHLY,3,SUBSTANDARD
POL0455,C0395,SHORT_TERM,CANCELLED,2022-04-10,2052-04-02,2898.54,908174.27,ZAR,ANNUALLY,3,SUBSTANDARD
POL0456,C0773,LIFE,CANCELLED,2015-03-16,2045-03-08,1386.9,643168.12,ZAR,MONTHLY,1,STANDARD
POL0457,,INVESTMENT,ACTIVE,2025-02-25,2035-02-23,16207.95,497031.88,ZAR,ANNUALLY,3,STANDARD
POL0458,C0555,INVESTMENT,CANCELLED,2022-01-05,2027-01-04,19733.0,229843.54,ZAR,ANNUALLY,3,PREFERRED
POL0459,C0096,RETIREMENT,LAPSED,2015-02-09,2035-02-04,3924.67,363015.92,ZAR,MONTHLY,3,STANDARD
POL0460,C0386,SHORT_TERM,ACTIVE,2017-03-11,2047-03-04,2074.03,240949.62,ZAR,ANNUALLY,1,PREFERRED
POL0461,C0799,INVESTMENT,CANCELLED,2017-04-24,2047-04-17,,547706.77,ZAR,ANNUALLY,4,STANDARD
POL0462,C0254,INVESTMENT,ACTIVE,2019-04-21,2034-04-17,7508.2,219314.67,ZAR,ANNUALLY,4,STANDARD
POL0463,C0481,SHORT_TERM,MATURED,2021-10-24,2046-10-18,813.55,155208.01,ZAR,MONTHLY,2,STANDARD
POL0464,C0665,SHORT_TERM,ACTIVE,2018-10-02,2043-09-26,1974.11,1012894.82,ZAR,MONTHLY,2,SUBSTANDARD
POL0465,C0180,SHORT_TERM,ACTIVE,2015-08-16,2040-08-09,1153.19,72925.52,ZAR,QUARTERLY,5,STANDARD
POL0466,C0157,FUNERAL,ACTIVE,2025-02-16,2055-02-09,328.91,74337.29,ZAR,QUARTERLY,3,STANDARD
POL0467,C0388,LIFE,ACTIVE,2018-12-07,2028-12-04,3685.78,1317324.01,ZAR,MONTHLY,2,STANDARD
POL0468,C0064,HEALTH,ACTIVE,2016-06-03,2036-05-29,2022.81,3738232.84,ZAR,MONTHLY,3,STANDARD
POL0469,C0827,FUNERAL,PAID_UP,2016-12-18,2031-12-15,66.05,56467.32,ZAR,ANNUALLY,1,SUBSTANDARD
POL0470,C0358,LIFE,CANCELLED,2015-11-05,2030-11-01,2122.61,1047732.27,ZAR,ANNUALLY,1,STANDARD
POL0471,C0093,HEALTH,ACTIVE,2020-07-25,2050-07-18,7633.78,3399546.61,ZAR,ANNUALLY,2,STANDARD
POL0472,C0694,HEALTH,ACTIVE,2025-11-26,2050-11-20,,1068351.7,ZAR,QUARTERLY,4,STANDARD
POL0473,C0228,LIFE,ACTIVE,2020-07-02,2035-06-29,3778.43,477250.42,ZAR,ANNUALLY,5,STANDARD
POL0474,C0234,RETIREMENT,ACTIVE,2022-01-24,2027-01-23,6519.31,175178.6,ZAR,MONTHLY,4,STANDARD
POL0475,C0219,HEALTH,ACTIVE,2024-01-12,2049-01-05,3698.23,3616041.25,ZAR,ANNUALLY,4,SUBSTANDARD
POL0476,C0971,RETIREMENT,CANCELLED,2016-03-23,2041-03-17,29862.17,1218898.02,ZAR,MONTHLY,4,SUBSTANDARD
POL0477,C0639,INVESTMENT,ACTIVE,2021-09-22,2036-09-18,9107.23,132754.42,ZAR,QUARTERLY,2,PREFERRED
POL0478,C0862,HEALTH,CANCELLED,2021-06-14,2046-06-08,,1958761.7,ZAR,QUARTERLY,5,STANDARD
POL0479,C0779,INVESTMENT,MATURED,2023-01-11,2033-01-08,17344.38,535299.32,ZAR,ANNUALLY,1,STANDARD
POL0480,C0542,RETIREMENT,CANCELLED,2026-01-19,2036-01-17,7806.97,769936.67,ZAR,MONTHLY,5,STANDARD
POL0481,C0933,SHORT_TERM,ACTIVE,2023-02-04,2053-01-27,1809.21,1732546.46,ZAR,ANNUALLY,2,SUBSTANDARD
POL0482,C0242,HEALTH,CANCELLED,2020-02-24,2030-02-21,6652.2,4501463.89,ZAR,MONTHLY,3,STANDARD
POL0483,C0076,SHORT_TERM,LAPSED,2016-09-08,2031-09-05,437.34,897235.92,ZAR,MONTHLY,2,STANDARD
POL0484,C0065,RETIREMENT,MATURED,2024-03-27,2039-03-24,15058.93,1409860.87,ZAR,QUARTERLY,4,STANDARD
POL0485,C0463,FUNERAL,ACTIVE,2018-07-27,2048-07-19,302.53,94621.88,ZAR,ANNUALLY,2,STANDARD
POL0486,C0625,FUNERAL,ACTIVE,2025-07-11,2045-07-06,237.54,59685.84,ZAR,ANNUALLY,3,STANDARD
POL0487,C0762,INVESTMENT,ACTIVE,2022-10-17,2027-10-16,15847.54,700928.36,ZAR,ANNUALLY,4,SUBSTANDARD
POL0488,C0588,INVESTMENT,ACTIVE,2019-10-16,2049-10-08,13655.67,371331.44,ZAR,ANNUALLY,5,DECLINED
POL0489,C0133,SHORT_TERM,ACTIVE,2023-08-18,2033-08-15,1878.09,1726353.52,ZAR,ANNUALLY,2,DECLINED
POL0490,C0092,LIFE,ACTIVE,2025-10-18,2050-10-12,2784.6,394755.99,ZAR,MONTHLY,4,STANDARD
POL0491,C0970,HEALTH,ACTIVE,2022-05-29,2032-05-26,5961.97,2901082.26,ZAR,QUARTERLY,3,STANDARD
POL0492,C0855,FUNERAL,ACTIVE,2026-07-16,2041-07-12,107.94,58309.25,ZAR,MONTHLY,1,PREFERRED
POL0493,C0236,HEALTH,ACTIVE,2016-10-01,2031-09-28,5297.34,3604098.12,ZAR,QUARTERLY,5,STANDARD
POL0494,C0408,SHORT_TERM,ACTIVE,2018-11-08,2028-11-05,2459.25,717322.14,ZAR,MONTHLY,5,SUBSTANDARD
POL0495,C0354,SHORT_TERM,ACTIVE,2017-02-07,2027-02-05,168.57,377374.43,ZAR,ANNUALLY,3,STANDARD
POL0496,C0502,LIFE,CANCELLED,2020-07-18,2050-07-11,2835.95,469291.54,ZAR,ANNUALLY,1,STANDARD
POL0497,C0513,RETIREMENT,PAID_UP,2016-08-05,2036-07-31,5822.31,488745.15,ZAR,ANNUALLY,3,STANDARD
POL0498,C0371,RETIREMENT,CANCELLED,2022-07-06,2042-07-01,13929.19,853239.95,ZAR,ANNUALLY,2,DECLINED
POL0499,,INVESTMENT,CANCELLED,2026-07-28,2041-07-24,13564.1,430021.69,ZAR,MONTHLY,2,STANDARD
POL0500,C0673,FUNERAL,CANCELLED,2023-03-21,2033-03-18,254.36,87059.07,ZAR,ANNUALLY,3,STANDARD
POL0501,C0853,INVESTMENT,ACTIVE,2018-12-01,2033-11-27,3800.7,161904.23,ZAR,QUARTERLY,2,SUBSTANDARD
POL0502,C0292,RETIREMENT,MATURED,2024-02-14,2034-02-11,1907.13,53641.52,ZAR,MONTHLY,5,STANDARD
POL0503,C0639,LIFE,ACTIVE,2021-10-13,2031-10-11,3209.7,1217665.58,ZAR,QUARTERLY,1,STANDARD
POL0504,C0032,LIFE,ACTIVE,2021-08-01,2051-07-25,4314.0,874326.32,ZAR,MONTHLY,3,SUBSTANDARD
POL0505,C0156,INVESTMENT,ACTIVE,2020-08-24,2050-08-17,1597.09,58139.62,ZAR,ANNUALLY,2,SUBSTANDARD
POL0506,C0945,SHORT_TERM,ACTIVE,2021-03-04,2046-02-26,1510.87,849713.04,ZAR,QUARTERLY,4,STANDARD
POL0507,C0895,INVESTMENT,ACTIVE,2025-03-01,2030-02-28,13194.02,627460.89,ZAR,MONTHLY,5,SUBSTANDARD
POL0508,C0707,SHORT_TERM,ACTIVE,2020-01-12,2030-01-09,1170.58,1919026.68,ZAR,ANNUALLY,2,STANDARD
POL0509,C0357,RETIREMENT,ACTIVE,2021-08-20,2026-08-19,19903.68,1303014.93,ZAR,QUARTERLY,1,STANDARD
POL0510,C0215,SHORT_TERM,LAPSED,2024-12-05,2029-12-04,1942.25,1854322.58,ZAR,MONTHLY,3,STANDARD
POL0511,C0694,LIFE,ACTIVE,2017-07-01,2047-06-24,4537.82,1029794.84,ZAR,QUARTERLY,3,STANDARD
POL0512,C0362,INVESTMENT,MATURED,2021-05-19,2051-05-12,683.58,20417.58,ZAR,MONTHLY,3,SUBSTANDARD
POL0513,C0455,HEALTH,LAPSED,2022-09-14,2037-09-10,3185.06,4307206.71,ZAR,MONTHLY,5,PREFERRED
POL0514,C0363,SHORT_TERM,MATURED,2025-01-28,2040-01-25,1099.43,1108159.12,ZAR,QUARTERLY,2,PREFERRED
POL0515,C0826,FUNERAL,ACTIVE,2018-10-25,2033-10-21,78.24,88651.62,ZAR,QUARTERLY,5,STANDARD
POL0516,C0919,SHORT_TERM,ACTIVE,2020-09-26,2050-09-19,171.73,1207737.72,ZAR,QUARTERLY,3,STANDARD
POL0517,C0386,LIFE,LAPSED,2018-01-15,2043-01-09,1917.35,345556.92,ZAR,ANNUALLY,3,STANDARD
POL0518,C0295,HEALTH,ACTIVE,2016-04-22,2031-04-19,1945.25,2650272.11,ZAR,QUARTERLY,4,STANDARD
POL0519,C0346,FUNERAL,ACTIVE,2026-05-06,2041-05-02,263.1,43070.03,ZAR,ANNUALLY,3,STANDARD
POL0520,C0125,FUNERAL,ACTIVE,2025-08-21,2045-08-16,265.91,87930.46,ZAR,QUARTERLY,5,STANDARD
POL0521,C0257,FUNERAL,ACTIVE,2026-06-26,2046-06-21,381.62,15796.54,ZAR,ANNUALLY,5,STANDARD
POL0522,C0827,SHORT_TERM,PAID_UP,2022-02-15,2037-02-11,590.0,315888.76,ZAR,ANNUALLY,3,STANDARD
POL0523,C0771,HEALTH,ACTIVE,2022-06-04,2047-05-29,2490.07,3237854.59,ZAR,ANNUALLY,2,STANDARD
POL0524,C0457,SHORT_TERM,ACTIVE,2024-02-12,2034-02-09,1038.66,457726.89,ZAR,QUARTERLY,2,DECLINED
POL0525,C0760,INVESTMENT,ACTIVE,2019-09-01,2049-08-24,3993.89,179455.91,ZAR,ANNUALLY,4,PREFERRED
POL0526,C0211,INVESTMENT,CANCELLED,2021-12-23,2026-12-22,8766.2,122009.53,ZAR,MONTHLY,5,STANDARD
POL0527,C0807,LIFE,ACTIVE,2016-07-25,2046-07-18,2018.66,1006178.68,ZAR,QUARTERLY,2,SUBSTANDARD
POL0528,C0300,INVESTMENT,PAID_UP,2023-02-01,2028-01-31,9927.39,258504.31,ZAR,QUARTERLY,3,STANDARD
POL0529,C0579,FUNERAL,LAPSED,2021-06-07,2046-06-01,337.09,46867.86,ZAR,MONTHLY,2,STANDARD
POL0530,C0383,SHORT_TERM,MATURED,2020-10-18,2035-10-15,1554.03,1377481.19,ZAR,QUARTERLY,5,STANDARD
POL0531,C0849,RETIREMENT,PAID_UP,2023-08-06,2028-08-04,7267.38,296976.47,ZAR,MONTHLY,1,PREFERRED
POL0532,C0977,INVESTMENT,CANCELLED,2020-08-11,2035-08-08,7732.0,85958.2,ZAR,ANNUALLY,4,STANDARD
POL0533,C0252,INVESTMENT,ACTIVE,2026-04-15,2046-04-10,15738.74,667150.59,ZAR,ANNUALLY,3,DECLINED
POL0534,C0869,HEALTH,ACTIVE,2015-08-28,2030-08-24,,2581296.06,ZAR,QUARTERLY,1,SUBSTANDARD
POL0535,C0175,RETIREMENT,ACTIVE,2022-12-27,2047-12-21,3055.72,148269.28,ZAR,ANNUALLY,5,PREFERRED
POL0536,C0559,FUNERAL,ACTIVE,2024-11-23,2034-11-21,486.08,33446.59,ZAR,QUARTERLY,2,PREFERRED
POL0537,C0824,FUNERAL,ACTIVE,2021-08-02,2051-07-26,408.1,95107.44,ZAR,QUARTERLY,2,STANDARD
POL0538,C0394,RETIREMENT,MATURED,2021-08-30,2031-08-28,26947.02,2273087.92,ZAR,QUARTERLY,3,SUBSTANDARD
POL0539,C0927,LIFE,ACTIVE,2022-10-11,2037-10-07,1065.72,409867.02,ZAR,ANNUALLY,2,PREFERRED
POL0540,C0036,LIFE,ACTIVE,2021-03-05,2036-03-01,-745.91,193478.09,ZAR,ANNUALLY,3,STANDARD
POL0541,,RETIREMENT,ACTIVE,2017-01-03,2046-12-27,13452.75,622897.17,ZAR,ANNUALLY,5,PREFERRED
POL0542,C0674,INVESTMENT,CANCELLED,2016-10-05,2046-09-28,18363.66,623508.0,ZAR,ANNUALLY,1,STANDARD
POL0543,C0604,FUNERAL,PAID_UP,2021-07-19,2031-07-17,391.65,84100.11,ZAR,MONTHLY,2,STANDARD
POL0544,C0599,RETIREMENT,ACTIVE,2025-05-08,2030-05-07,3340.38,268157.55,ZAR,ANNUALLY,3,SUBSTANDARD
POL0545,C0513,INVESTMENT,ACTIVE,2022-10-09,2047-10-03,3059.96,34282.98,ZAR,ANNUALLY,4,STANDARD
POL0546,C0658,INVESTMENT,ACTIVE,2021-04-11,2041-04-06,8004.69,148255.94,ZAR,MONTHLY,5,PREFERRED
POL0547,C0122,RETIREMENT,ACTIVE,2021-07-07,2051-06-30,25065.86,1379985.6,ZAR,QUARTERLY,4,PREFERRED
POL0548,C0434,INVESTMENT,CANCELLED,2020-02-20,2035-02-16,13918.4,678486.73,ZAR,MONTHLY,5,SUBSTANDARD
POL0549,C0852,RETIREMENT,ACTIVE,2018-09-02,2033-08-29,4342.77,391425.18,ZAR,ANNUALLY,2,DECLINED
POL0550,C0697,FUNERAL,MATURED,2017-04-02,2042-03-27,349.78,30928.53,ZAR,MONTHLY,2,SUBSTANDARD
POL0551,C0350,LIFE,MATURED,2015-11-08,2025-11-05,881.48,225970.48,ZAR,ANNUALLY,1,SUBSTANDARD
POL0552,C0975,FUNERAL,ACTIVE,2025-09-08,2045-09-03,336.92,20704.29,ZAR,QUARTERLY,3,PREFERRED
POL0553,C0615,SHORT_TERM,ACTIVE,2024-03-08,2049-03-02,349.37,1707557.4,ZAR,QUARTERLY,3,PREFERRED
POL0554,C0292,SHORT_TERM,ACTIVE,2024-04-10,2034-04-08,560.77,1365847.52,ZAR,ANNUALLY,3,STANDARD
POL0555,C0276,HEALTH,LAPSED,2015-09-09,2020-09-07,6380.53,1985283.86,ZAR,MONTHLY,1,STANDARD
POL0556,C0316,LIFE,ACTIVE,2015-03-16,2025-03-13,2217.81,622553.21,ZAR,MONTHLY,4,PREFERRED
POL0557,C0123,RETIREMENT,LAPSED,2016-05-14,2031-05-11,17116.85,1633711.15,ZAR,ANNUALLY,5,STANDARD
POL0558,C0396,SHORT_TERM,ACTIVE,2016-03-04,2036-02-28,1662.1,1965958.77,ZAR,ANNUALLY,5,STANDARD
POL0559,C0308,RETIREMENT,ACTIVE,2021-10-06,2026-10-05,13985.01,1124717.64,ZAR,ANNUALLY,3,SUBSTANDARD
POL0560,C0621,HEALTH,ACTIVE,2022-02-15,2032-02-13,5993.73,228456.67,ZAR,QUARTERLY,4,SUBSTANDARD
POL0561,C0318,HEALTH,CANCELLED,2026-03-27,2056-03-19,3388.48,2010249.98,ZAR,ANNUALLY,4,STANDARD
POL0562,C0544,HEALTH,ACTIVE,2015-01-18,2045-01-10,2776.05,4334428.84,ZAR,QUARTERLY,2,DECLINED
POL0563,C0364,HEALTH,ACTIVE,2022-01-26,2042-01-21,1622.88,2667023.98,ZAR,QUARTERLY,2,STANDARD
POL0564,C0462,INVESTMENT,PAID_UP,2018-01-14,2023-01-13,8746.4,130956.07,ZAR,ANNUALLY,5,SUBSTANDARD
POL0565,,HEALTH,ACTIVE,2023-05-27,2033-05-24,6685.54,3328745.72,ZAR,ANNUALLY,2,PREFERRED
POL0566,C0239,LIFE,ACTIVE,2016-11-19,2041-11-13,213.52,106284.64,ZAR,MONTHLY,1,STANDARD
POL0567,C0899,FUNERAL,LAPSED,2020-07-01,2040-06-26,182.7,49302.62,ZAR,QUARTERLY,2,STANDARD
POL0568,C0627,SHORT_TERM,ACTIVE,2024-07-05,2049-06-29,2707.0,897123.26,ZAR,MONTHLY,4,STANDARD
POL0569,C0127,INVESTMENT,MATURED,2016-07-26,2046-07-19,9850.09,487393.27,ZAR,QUARTERLY,3,STANDARD
POL0570,,FUNERAL,MATURED,2020-07-26,2030-07-24,341.29,51135.64,ZAR,ANNUALLY,3,STANDARD
POL0571,C0447,RETIREMENT,ACTIVE,2018-11-19,2048-11-11,6511.91,644974.31,ZAR,QUARTERLY,1,STANDARD
POL0572,C0095,HEALTH,ACTIVE,2022-05-15,2042-05-10,3416.56,1947622.7,ZAR,MONTHLY,2,STANDARD
POL0573,C0475,RETIREMENT,LAPSED,2021-11-08,2036-11-04,7429.71,272878.15,ZAR,QUARTERLY,1,STANDARD
POL0574,C0468,SHORT_TERM,ACTIVE,2018-05-06,2048-04-28,-2437.54,1393138.8,ZAR,QUARTERLY,4,STANDARD
POL0575,C0610,HEALTH,ACTIVE,2021-10-02,2026-10-01,2155.86,996146.11,ZAR,MONTHLY,3,PREFERRED
POL0576,C0668,RETIREMENT,ACTIVE,2026-01-24,2056-01-17,28975.33,1421211.22,ZAR,MONTHLY,1,STANDARD
POL0577,C0466,SHORT_TERM,ACTIVE,2020-10-07,2040-10-02,2486.72,1617795.99,ZAR,MONTHLY,2,STANDARD
POL0578,C0798,INVESTMENT,ACTIVE,2022-07-06,2037-07-02,4585.5,71298.01,ZAR,QUARTERLY,5,STANDARD
POL0579,C0009,FUNERAL,MATURED,2016-04-12,2036-04-07,420.14,87788.05,ZAR,MONTHLY,1,STANDARD
POL0580,C0507,HEALTH,ACTIVE,2019-07-09,2044-07-02,7229.16,1979820.39,ZAR,QUARTERLY,5,DECLINED
POL0581,C0497,INVESTMENT,ACTIVE,2016-06-01,2031-05-29,5268.18,200935.81,ZAR,QUARTERLY,5,STANDARD
POL0582,C0481,LIFE,LAPSED,2017-12-24,2027-12-22,3719.08,818541.59,ZAR,MONTHLY,2,DECLINED
POL0583,C0889,RETIREMENT,PAID_UP,2026-04-22,2056-04-14,15183.91,768190.29,ZAR,MONTHLY,1,PREFERRED
POL0584,C0221,SHORT_TERM,ACTIVE,2019-09-30,2049-09-22,868.88,195961.23,ZAR,QUARTERLY,5,STANDARD
POL0585,C0173,INVESTMENT,ACTIVE,2015-06-03,2035-05-29,2125.05,91301.1,ZAR,ANNUALLY,4,STANDARD
POL0586,C0259,HEALTH,ACTIVE,2023-12-28,2043-12-23,6265.53,2863494.47,ZAR,ANNUALLY,5,PREFERRED
POL0587,C0831,SHORT_TERM,MATURED,2021-03-08,2036-03-04,589.9,1292412.26,ZAR,ANNUALLY,4,STANDARD
POL0588,C0952,HEALTH,ACTIVE,2020-12-07,2040-12-02,3617.19,2103461.58,ZAR,ANNUALLY,5,STANDARD
POL0589,C0207,HEALTH,PAID_UP,2019-10-16,2024-10-14,6331.74,298277.63,ZAR,QUARTERLY,3,STANDARD
POL0590,C0898,RETIREMENT,LAPSED,2022-11-20,2047-11-14,-12510.9,714581.86,ZAR,MONTHLY,4,SUBSTANDARD
POL0591,C0563,HEALTH,ACTIVE,2025-09-02,2050-08-27,7019.95,1467838.74,ZAR,QUARTERLY,2,STANDARD
POL0592,C0139,LIFE,ACTIVE,2023-09-09,2053-09-01,1495.12,569055.49,ZAR,QUARTERLY,5,STANDARD
POL0593,C0102,HEALTH,ACTIVE,2015-11-12,2040-11-05,4776.87,2365649.71,ZAR,QUARTERLY,1,PREFERRED
POL0594,C0974,FUNERAL,LAPSED,2019-06-27,2024-06-25,390.97,61964.37,ZAR,ANNUALLY,1,STANDARD
POL0595,C0875,HEALTH,ACTIVE,2021-01-07,2031-01-05,5404.17,2040671.28,ZAR,ANNUALLY,3,PREFERRED
POL0596,C0861,SHORT_TERM,LAPSED,2024-03-26,2054-03-19,2747.81,265691.94,ZAR,MONTHLY,5,STANDARD
POL0597,C0650,RETIREMENT,ACTIVE,2016-12-17,2046-12-10,7393.43,705478.33,ZAR,ANNUALLY,1,SUBSTANDARD
POL0598,C0717,RETIREMENT,ACTIVE,2022-05-24,2052-05-16,14448.7,927750.22,ZAR,QUARTERLY,3,STANDARD
POL0599,C0484,FUNERAL,ACTIVE,2016-02-19,2046-02-11,305.65,53694.15,ZAR,MONTHLY,1,STANDARD
POL0600,C0904,RETIREMENT,ACTIVE,2022-02-08,2047-02-02,7456.32,694983.49,ZAR,ANNUALLY,1,SUBSTANDARD
POL0601,C0213,SHORT_TERM,PAID_UP,2019-08-08,2034-08-04,2589.0,316441.26,ZAR,QUARTERLY,5,STANDARD
POL0602,C0663,FUNERAL,CANCELLED,2024-03-18,2034-03-16,244.08,20748.32,ZAR,QUARTERLY,1,STANDARD
POL0603,C0116,FUNERAL,ACTIVE,2018-06-28,2033-06-24,336.52,57201.13,ZAR,MONTHLY,4,SUBSTANDARD
POL0604,C0056,INVESTMENT,ACTIVE,2024-10-18,2034-10-16,5251.04,168329.96,ZAR,ANNUALLY,4,STANDARD
POL0605,C0164,INVESTMENT,MATURED,2020-03-03,2025-03-02,7424.27,219603.81,ZAR,MONTHLY,3,STANDARD
POL0606,C0747,LIFE,LAPSED,2015-11-23,2040-11-16,4620.68,2236332.71,ZAR,QUARTERLY,4,STANDARD
POL0607,C0804,INVESTMENT,CANCELLED,2023-05-28,2043-05-23,6861.41,246201.52,ZAR,MONTHLY,2,SUBSTANDARD
POL0608,C0835,RETIREMENT,LAPSED,2022-04-11,2032-04-08,6881.8,207044.26,ZAR,MONTHLY,5,STANDARD
