transaction_id,customer_id,account_id,amount,currency,transaction_date,transaction_time,transaction_type,description,channel,status,reference_number
TX021330,C0822,A0016,93.38,ZAR,2025-08-25,16:54:30,PAYMENT,Payment - Ref 913527,MOBILE,REVERSED,REF5FFE0AF9D98F
TX021331,C0360,A0951,5621.21,ZAR,2025-06-21,02:31:47,REVERSAL,Reversal - Ref 152398,ONLINE,COMPLETED,REFDFFE32654E81
TX021332,C0031,A1230,322.17,ZAR,2024-12-22,06:24:20,WITHDRAWAL,Withdrawal - Ref 958089,ATM,COMPLETED,REFA093E39F0358
TX021333,C0379,A0435,559.8,ZAR,2025-09-17,00:54:42,DEBIT_ORDER,Debit Order - Ref 825968,ONLINE,COMPLETED,REFABA2630744DE
TX021334,C0375,A1270,595.45,ZAR,2026-04-27,04:21:18,INTEREST,Interest - Ref 952676,ONLINE,COMPLETED,REF438622F03205
TX021335,C0399,A0455,558.16,ZAR,2026-05-26,18:28:37,WITHDRAWAL,Withdrawal - Ref 616681,ONLINE,COMPLETED,REF12287C5F668A
TX021336,C0467,A0770,758.81,ZAR,2024-08-22,02:52:34,WITHDRAWAL,Withdrawal - Ref 105357,MOBILE,COMPLETED,REFAA45357F98C0
TX021337,C0090,A1044,4283.18,ZAR,2026-03-11,16:23:34,DEPOSIT,Deposit - Ref 817502,MOBILE,COMPLETED,REF2DE745A6F48C
TX021338,C0107,A1386,5502.5,ZAR,2025-04-27,03:57:52,REVERSAL,Reversal - Ref 109943,MOBILE,COMPLETED,REF273A5E763806
TX021339,C0092,A0072,46964.89,ZAR,2024-07-27,07:01:25,REVERSAL,Reversal - Ref 948825,MOBILE,COMPLETED,REFF42217743EAC
TX021340,C0824,A0267,383.91,ZAR,2025-05-25,00:52:05,FEE,Fee - Ref 464940,MOBILE,COMPLETED,REF3964061E29BA
TX021341,C0813,A0046,655.29,ZAR,2026-01-07,19:32:54,WITHDRAWAL,Withdrawal - Ref 594943,MOBILE,COMPLETED,REFE437B1F5EFC8
TX021342,C0760,A0897,46261.04,ZAR,2025-10-22,18:01:18,REVERSAL,Reversal - Ref 928120,ATM,FAILED,REF3AE962DDD300
TX021343,C0218,A0450,755.84,ZAR,2026-03-11,11:21:39,TRANSFER,Transfer - Ref 405989,ATM,COMPLETED,REF1E236DDD2190
TX021344,C0657,A0277,103.96,ZAR,2024-07-22,07:57:03,PAYMENT,Payment - Ref 202304,ATM,COMPLETED,REF3C85A1300B78
TX021345,C0573,A1197,98.0,ZAR,2024-03-30,14:06:53,FEE,Fee - Ref 361102,ONLINE,COMPLETED,REF770941E9BEA3
TX021346,C0050,A1481,762.83,ZAR,2025-11-10,04:06:54,TRANSFER,Transfer - Ref 278535,MOBILE,COMPLETED,REF187547FDB33A
TX021347,C0923,A0290,1127.26,ZAR,2025-01-12,02:37:42,DEPOSIT,Deposit - Ref 649765,ONLINE,COMPLETED,REFB0680B785138
TX021348,C0391,A0473,1687.88,ZAR,2025-05-12,05:37:35,INTEREST,Interest - Ref 668382,ONLINE,COMPLETED,REF3E9AE4000CD1
TX021349,C0874,A0976,1918.46,ZAR,2025-09-07,17:58:24,PAYMENT,Payment - Ref 158759,ATM,COMPLETED,REFD6AE95699B80
TX021350,C0103,A0012,286.93,ZAR,2024-11-07,12:00:38,FEE,Fee - Ref 836406,MOBILE,COMPLETED,REFC26D4215A9B2
TX021351,C0784,A1309,7072.23,ZAR,2024-05-17,15:11:16,TRANSFER,Transfer - Ref 741990,MOBILE,COMPLETED,REFFC95FA87B196
TX021352,C0525,A0446,3382.21,ZAR,2024-04-28,17:56:57,PAYMENT,Payment - Ref 876311,MOBILE,COMPLETED,REF314305764702
TX021353,C0884,A0719,326.15,ZAR,2026-08-27,08:56:42,FEE,Fee - Ref 332085,ONLINE,COMPLETED,REF65C28D7FF2DB
TX021354,C0555,A0671,28646.02,ZAR,2025-05-24,22:14:01,REVERSAL,Reversal - Ref 564946,MOBILE,COMPLETED,REF7C36A8B91135
TX021355,C0219,A1163,452.39,ZAR,2026-06-29,04:23:53,FEE,Fee - Ref 415477,ONLINE,COMPLETED,REFF17686533FE4
TX021356,,A0253,3755.6,ZAR,2026-05-01,11:06:35,INTEREST,Interest - Ref 957277,ATM,COMPLETED,REF9E673A3FADEE
TX021357,C0716,A0890,5627.55,ZAR,2024-08-15,13:50:16,TRANSFER,Transfer - Ref 764713,ONLINE,COMPLETED,REFEB4FAF3AB04B
TX021358,C0906,A1480,662.35,ZAR,2025-05-10,13:22:42,INTEREST,Interest - Ref 722440,MOBILE,COMPLETED,REF0BF13294541B
TX021359,C0704,A1478,934.27,ZAR,2026-03-02,19:39:34,PAYMENT,Payment - Ref 933673,POS,COMPLETED,REFEAA1BCBF9357
TX021360,C0067,A0482,349.36,ZAR,2025-08-23,19:34:29,FEE,Fee - Ref 706808,ATM,REVERSED,REFA29FD800FB1E
TX021361,C0593,A0927,37.03,ZAR,2024-03-05,17:05:32,FEE,Fee - Ref 416302,ATM,COMPLETED,REFF275BB70BEEA
TX021362,FAKE_81AFAF6F,A1260,1312.4,ZAR,2024-08-19,09:59:00,INTEREST,Interest - Ref 328803,POS,COMPLETED,REF8B164801F9AB
TX021363,,A0271,200.81,ZAR,2024-06-22,14:46:18,FEE,Fee - Ref 742096,POS,COMPLETED,REFC655925B7CFC
TX021364,C0948,A0837,49345.39,ZAR,2025-10-23,18:39:05,REVERSAL,Reversal - Ref 680975,POS,FAILED,REF0761264224A8
TX021365,C0094,A1299,826.39,ZAR,2024-11-04,23:55:04,TRANSFER,Transfer - Ref 746657,ONLINE,FAILED,REF45BEE4605E26
TX021366,C0156,A0861,447.41,ZAR,2024-10-12,20:05:55,DEBIT_ORDER,Debit Order - Ref 233094,MOBILE,FAILED,REF0437F74ABD2E
TX021367,C0452,A0704,26264.36,ZAR,2025-11-10,04:06:41,REVERSAL,Reversal - Ref 274487,MOBILE,COMPLETED,REF1DE2B40B76E8
TX021368,C0621,A1029,147.3,ZAR,2024-07-10,15:57:16,WITHDRAWAL,Withdrawal - Ref 184722,POS,COMPLETED,REF57ABA371F14A
TX021369,C0123,A0612,984.32,ZAR,2026-01-27,00:22:00,INTEREST,Interest - Ref 655573,ONLINE,COMPLETED,REF70C900B46589
TX021370,C0573,A1437,10202.46,ZAR,2025-01-05,22:00:33,REVERSAL,Reversal - Ref 517048,MOBILE,COMPLETED,REF612D5EFB7B37
TX021371,C0474,A1414,39148.32,ZAR,2025-12-16,14:35:34,REVERSAL,Reversal - Ref 621754,ONLINE,COMPLETED,REFA952965AD349
TX021372,C0006,A0222,1793.37,ZAR,2024-01-28,06:26:36,WITHDRAWAL,Withdrawal - Ref 482547,POS,COMPLETED,REF5BA2DEAE79AC
TX021373,C0632,A0946,4551.03,ZAR,2026-02-07,16:21:16,INTEREST,Interest - Ref 802766,POS,COMPLETED,REF1407EA01C8FE
TX021374,C0399,A0117,558.52,ZAR,2024-12-10,16:36:34,WITHDRAWAL,Withdrawal - Ref 844442,POS,COMPLETED,REF0991051CC36A
TX021375,C0352,A0967,245.77,ZAR,2024-02-12,04:16:08,DEBIT_ORDER,Debit Order - Ref 715092,ONLINE,COMPLETED,REFA9FC61BD1ACF
TX021376,C0352,A0967,291.05,ZAR,2024-01-13,06:24:18,WITHDRAWAL,Withdrawal - Ref 801562,MOBILE,COMPLETED,REF37A447FD2309
TX021377,C0935,A0947,279.51,ZAR,2024-02-14,18:17:12,WITHDRAWAL,Withdrawal - Ref 498900,ATM,PENDING,REFD2296A5A47D0
TX021378,C0182,A1201,1928.58,ZAR,2026-03-13,07:37:07,TRANSFER,Transfer - Ref 275861,MOBILE,COMPLETED,REF773C3D0B4FCD
TX021379,C0850,A0083,47354.14,ZAR,2024-12-03,13:49:06,REVERSAL,Reversal - Ref 658792,ATM,COMPLETED,REF848396E953ED
TX021380,C0760,,163.31,ZAR,2026-08-06,20:42:47,FEE,Fee - Ref 295440,MOBILE,COMPLETED,REF0EC4EFC9ACB7
TX021381,C0546,A1351,3947.99,ZAR,2027-03-23,15:38:57,PAYMENT,Payment - Ref 440897,MOBILE,COMPLETED,REF0C75113D50ED
TX021382,C0366,A0088,722.28,ZAR,2024-12-28,22:01:06,PAYMENT,Payment - Ref 155297,BRANCH,COMPLETED,REF27A93DDB39FC
TX021383,C0057,A0119,2227.41,ZAR,2024-01-31,05:48:33,INTEREST,Interest - Ref 677772,MOBILE,COMPLETED,REF433AE09DF1B3
TX021384,C0462,A1361,375.87,ZAR,2024-10-15,07:26:30,FEE,Fee - Ref 617208,MOBILE,PENDING,REF42347ACD0C2D
TX021385,C0071,A1363,37813.18,ZAR,2026-07-09,00:35:58,REVERSAL,Reversal - Ref 699928,MOBILE,REVERSED,REF9811F9B02255
TX021386,C0721,A1142,297.22,ZAR,2024-10-27,17:37:26,FEE,Fee - Ref 983583,MOBILE,COMPLETED,REFE64A4AEDAC71
TX021387,C0019,A1086,405.7,ZAR,2024-12-06,05:09:33,FEE,Fee - Ref 982741,MOBILE,COMPLETED,REFCB13849610B7
TX021388,C0900,A0754,3572.31,ZAR,2024-11-09,13:19:27,INTEREST,Interest - Ref 383575,ATM,COMPLETED,REFB70943F6E0DE
TX021389,C0102,A1453,300.65,ZAR,2025-11-01,13:42:43,INTEREST,Interest - Ref 308164,ATM,COMPLETED,REF3A7CB504F63C
TX021390,C0640,A1418,69.93,ZAR,2024-10-07,21:20:29,WITHDRAWAL,Withdrawal - Ref 220696,MOBILE,COMPLETED,REF2F94C3DFA744
TX021391,C0073,A0419,22835.41,ZAR,2026-08-29,23:36:01,REVERSAL,Reversal - Ref 366748,MOBILE,COMPLETED,REF882DF37E5E2A
TX021392,C0778,A0652,2467.15,ZAR,2024-12-07,08:58:49,DEPOSIT,Deposit - Ref 784706,MOBILE,COMPLETED,REF0AAB08DA4216
TX021393,C0383,A0387,909.2,ZAR,2026-03-31,06:58:42,PAYMENT,Payment - Ref 800135,MOBILE,COMPLETED,REFECCD22BFAEF8
TX021394,C0143,A1403,1290.29,ZAR,2025-11-03,20:39:58,TRANSFER,Transfer - Ref 641755,ATM,COMPLETED,REF4F39BA5E8981
TX021395,C0360,,516.49,ZAR,2024-04-04,06:51:03,DEBIT_ORDER,Debit Order - Ref 947161,POS,COMPLETED,REF7D70FDD60A9E
TX021396,C0104,A0580,3705.0,ZAR,2025-11-17,02:17:32,DEPOSIT,Deposit - Ref 200813,BRANCH,REVERSED,REFE78CA6501CA5
TX021397,C0880,A1258,710.62,ZAR,2025-08-20,17:49:07,WITHDRAWAL,Withdrawal - Ref 567658,ONLINE,COMPLETED,REFCD9966E70277
TX021398,C0532,A1374,1064.44,ZAR,2025-06-17,13:45:30,PAYMENT,Payment - Ref 605761,MOBILE,COMPLETED,REF5194A45655E9
TX021399,C0945,A0215,2141.12,ZAR,2026-02-28,13:06:39,INTEREST,Interest - Ref 727011,MOBILE,COMPLETED,REF0631E6E19D2A
TX021400,C0567,A0158,4503.64,ZAR,2025-12-20,02:03:00,DEPOSIT,Deposit - Ref 348965,ONLINE,PENDING,REFCAD38F297D1F
TX021401,C0617,A0596,40547.41,ZAR,2024-06-04,13:43:53,REVERSAL,Reversal - Ref 730327,ATM,COMPLETED,REFC7C9281809BD
TX021402,C0891,A0004,3068.21,ZAR,2026-05-29,13:25:28,INTEREST,Interest - Ref 481004,ONLINE,COMPLETED,REF0ABD11111AE5
TX021403,C0648,A0847,1939.46,ZAR,2026-07-08,03:56:55,DEPOSIT,Deposit - Ref 482075,MOBILE,PENDING,REF03B433E89CC0
TX021404,C0694,A0961,611.61,ZAR,2024-07-04,04:20:29,PAYMENT,Payment - Ref 482393,MOBILE,COMPLETED,REFB1E121526CC5
TX021405,C0755,A0309,5745.36,ZAR,2026-05-02,07:33:18,PAYMENT,Payment - Ref 559145,ATM,COMPLETED,REF8B828AFE4773
TX021406,C0651,A0531,9147.84,ZAR,2025-05-26,23:25:14,REVERSAL,Reversal - Ref 580123,MOBILE,COMPLETED,REF600E51077215
TX021407,C0680,A0741,1380.12,ZAR,2025-11-17,17:45:46,INTEREST,Interest - Ref 616529,ONLINE,COMPLETED,REF6E67F38DE9A2
TX021408,C0546,A0463,1879.34,ZAR,2024-12-31,13:41:13,INTEREST,Interest - Ref 452564,MOBILE,COMPLETED,REF7E430A521E33
TX021409,C0720,A0589,2145.71,ZAR,2025-07-12,04:20:23,PAYMENT,Payment - Ref 428982,MOBILE,COMPLETED,REF60BA099FE3DA
TX021410,C0654,A0478,6815.44,ZAR,2025-01-21,18:40:07,DEPOSIT,Deposit - Ref 844649,ONLINE,COMPLETED,REF9A22001FBABF
TX021411,C0807,A1093,2197.77,ZAR,2024-01-09,08:30:49,INTEREST,Interest - Ref 159613,ONLINE,COMPLETED,REFB7A0231E4724
TX021412,C0402,A0703,11374.81,ZAR,2024-06-17,10:23:32,TRANSFER,Transfer - Ref 834852,ONLINE,COMPLETED,REFD6FE452D20C1
TX021413,C0752,A0133,5043.95,ZAR,2025-03-05,01:17:49,DEPOSIT,Deposit - Ref 439708,MOBILE,PENDING,REF7A7E0CA268FE
TX021414,C0817,A1162,3341.14,ZAR,2026-06-20,02:23:05,PAYMENT,Payment - Ref 883800,ATM,COMPLETED,REF9B1F8C694A2E
TX021415,C0821,A0918,137.09,ZAR,2026-05-21,08:38:54,WITHDRAWAL,Withdrawal - Ref 518271,ONLINE,COMPLETED,REF9E9CF9BBA685
TX021416,C0423,A1344,3656.11,ZAR,2026-02-25,15:54:10,DEPOSIT,Deposit - Ref 473427,MOBILE,COMPLETED,REF9901E2610071
TX021417,C0831,A0527,554.06,ZAR,2026-07-17,02:52:14,WITHDRAWAL,Withdrawal - Ref 932826,ONLINE,COMPLETED,REFA599304BE79E
TX021418,C0966,A0323,22393.5,ZAR,2026-06-19,16:04:36,TRANSFER,Transfer - Ref 671540,MOBILE,COMPLETED,REFB0405F62ABE1
TX021419,C0649,A0370,243.12,ZAR,2024-03-05,06:23:51,FEE,Fee - Ref 179834,MOBILE,PENDING,REFB4F9D96046F0
TX021420,C0363,A0495,186.7,ZAR,2025-02-11,02:46:33,FEE,Fee - Ref 234007,MOBILE,COMPLETED,REF76AE9FAC16E8
TX021421,C0141,A0229,19709.63,ZAR,2024-05-10,04:44:09,REVERSAL,Reversal - Ref 534716,BRANCH,COMPLETED,REFFF774F6E81A6
TX021422,C0829,A1077,7537.5,ZAR,2025-02-14,01:46:39,DEPOSIT,Deposit - Ref 514719,MOBILE,COMPLETED,REFE9DFBE89011C
TX021423,C0104,A0496,514.64,ZAR,2024-04-18,23:06:47,DEBIT_ORDER,Debit Order - Ref 963686,ONLINE,COMPLETED,REF81EEED615749
TX021424,C0008,A0443,1715.32,ZAR,2024-04-13,21:41:32,DEBIT_ORDER,Debit Order - Ref 942132,BRANCH,COMPLETED,REF8C56F519CC8E
TX021425,C0339,A0380,1341.06,ZAR,2025-07-23,00:35:30,DEBIT_ORDER,Debit Order - Ref 819802,ONLINE,COMPLETED,REFEFEBE128D6E0
TX021426,C0906,A0182,1891.64,ZAR,2026-04-08,13:31:43,DEBIT_ORDER,Debit Order - Ref 346613,ONLINE,COMPLETED,REFDB99D476E10B
TX021427,C0016,A0124,1076.16,ZAR,2024-07-13,19:03:07,DEPOSIT,Deposit - Ref 112230,POS,COMPLETED,REF9CE0745D970E
TX021428,C0816,A0437,1689.22,ZAR,2026-08-03,19:24:09,PAYMENT,Payment - Ref 548681,POS,COMPLETED,REFE59524B492DD
TX021429,C0057,A0119,2372.85,ZAR,2024-11-16,06:28:01,DEPOSIT,Deposit - Ref 495883,POS,COMPLETED,REF5772C94BE1A4
TX021430,C0236,A0787,2761.9,ZAR,2024-01-26,13:57:57,TRANSFER,Transfer - Ref 818854,MOBILE,COMPLETED,REF998F68B699F6
TX021431,C0805,A0211,3791.88,ZAR,2025-09-22,05:34:09,REVERSAL,Reversal - Ref 775651,MOBILE,COMPLETED,REFC8F5023A57C9
TX021432,,,459.78,ZAR,2025-06-26,20:59:31,DEBIT_ORDER,Debit Order - Ref 689332,ATM,COMPLETED,REF9002F5D637CA
TX021433,C0963,A1382,370.53,ZAR,2024-03-29,04:29:09,WITHDRAWAL,Withdrawal - Ref 624828,POS,COMPLETED,REFD41F02C91E8C
TX021434,C0392,A0350,4485.52,ZAR,2025-10-09,07:57:39,PAYMENT,Payment - Ref 888225,MOBILE,COMPLETED,REFD70BD9080F0E
TX021435,C0182,A1201,310.49,ZAR,2025-12-04,12:29:22,DEBIT_ORDER,Debit Order - Ref 152979,BRANCH,COMPLETED,REF67A6B81E4E42
TX021436,C0588,A1377,2661.34,ZAR,2025-11-23,05:43:18,INTEREST,Interest - Ref 470433,MOBILE,COMPLETED,REFA6E5C43B5361
TX021437,C0202,A0583,231.14,ZAR,2024-06-07,02:29:33,REVERSAL,Reversal - Ref 267523,ONLINE,COMPLETED,REFDFD1888FDC53
TX021438,C0385,A1476,417.12,ZAR,2026-05-25,12:57:59,TRANSFER,Transfer - Ref 403698,ATM,COMPLETED,REFD18D654B035C
TX021439,C0818,A1339,1673.43,ZAR,2024-06-05,08:12:21,TRANSFER,Transfer - Ref 406867,MOBILE,COMPLETED,REF5589A996BEB5
TX021440,C0197,A1096,307.39,ZAR,2025-08-13,11:11:32,WITHDRAWAL,Withdrawal - Ref 420925,MOBILE,PENDING,REF936F74AC8FC6
TX021441,C0634,A0759,124.2,ZAR,2024-01-18,23:56:27,FEE,Fee - Ref 789741,MOBILE,COMPLETED,REF529BA7631382
TX021442,C0116,A1421,79.32,ZAR,2025-02-18,12:23:18,FEE,Fee - Ref 130865,MOBILE,COMPLETED,REF1055B426B9D0
TX021443,C0607,A0131,45320.16,ZAR,2026-01-20,12:25:49,REVERSAL,Reversal - Ref 712282,ONLINE,COMPLETED,REFD53C75EABB55
TX021444,C0754,A0073,274.51,ZAR,2024-05-22,06:29:14,WITHDRAWAL,Withdrawal - Ref 831239,MOBILE,COMPLETED,REF1E55DAF2D1D5
TX021445,C0246,A0007,1244.0,ZAR,2025-09-12,12:30:38,DEBIT_ORDER,Debit Order - Ref 793364,ATM,COMPLETED,REF49FB31658713
TX021446,C0556,A0179,139.7,ZAR,2024-10-18,00:33:44,FEE,Fee - Ref 874939,MOBILE,COMPLETED,REF53BD318FC503
TX021447,C0423,A0084,383.46,ZAR,2025-12-03,16:53:59,FEE,Fee - Ref 593023,ONLINE,PENDING,REF86D357EAF664
TX021448,C0358,A1212,1865.88,ZAR,2024-01-29,20:13:14,INTEREST,Interest - Ref 787993,MOBILE,COMPLETED,REF9B5DF71F872B
TX021449,C0718,A1141,19487.21,ZAR,2026-06-18,19:47:11,REVERSAL,Reversal - Ref 905663,MOBILE,COMPLETED,REF9595DD6D0AA4
TX021450,C0143,A1111,661.78,ZAR,2026-05-14,22:45:47,DEPOSIT,Deposit - Ref 835139,MOBILE,COMPLETED,REFE7AECF160055
TX021451,C0182,A0963,242.75,ZAR,2099-12-31,23:15:28,WITHDRAWAL,Withdrawal - Ref 906963,BRANCH,COMPLETED,REF806F13C2BCA0
TX021452,C0330,A1372,19.83,ZAR,2025-11-17,00:32:41,FEE,Fee - Ref 862946,ONLINE,COMPLETED,REF0CEF31732B67
TX021453,C0909,A1091,5187.96,ZAR,2024-11-18,06:17:53,WITHDRAWAL,Withdrawal - Ref 754430,ONLINE,COMPLETED,REFDFAF7F383493
TX021454,C0236,A0787,3601.88,ZAR,2026-08-29,22:07:20,TRANSFER,Transfer - Ref 946422,MOBILE,COMPLETED,REFDE516CD66891
TX021455,C0245,A0615,4416.56,ZAR,2025-10-26,03:08:18,INTEREST,Interest - Ref 720200,MOBILE,COMPLETED,REF071A1ADDE90E
TX021456,C0733,A1300,459.96,ZAR,2026-07-05,00:54:00,INTEREST,Interest - Ref 790057,ATM,COMPLETED,REFA1DD04BADF5F
TX021457,C0765,A0316,376.14,ZAR,2024-01-04,21:00:07,FEE,Fee - Ref 719473,ONLINE,PENDING,REF7A2677BFEE93
TX021458,C0903,A0533,42225.09,ZAR,2024-07-11,01:25:07,REVERSAL,Reversal - Ref 562596,ONLINE,COMPLETED,REF3C29D8BFC504
TX021459,C0910,A1047,590.02,ZAR,2025-07-01,15:30:38,TRANSFER,Transfer - Ref 359669,ONLINE,PENDING,REFECA91A75E910
TX021460,C0507,A0827,1010.51,ZAR,2025-04-09,20:11:55,WITHDRAWAL,Withdrawal - Ref 930441,POS,FAILED,REFD895EF02AA6A
TX021461,C0239,A1298,8951.36,ZAR,2026-09-13,13:06:50,REVERSAL,Reversal - Ref 922773,ATM,COMPLETED,REFD9A096645A4A
TX021462,C0789,A1081,2603.06,ZAR,2025-05-10,10:09:29,INTEREST,Interest - Ref 992091,MOBILE,COMPLETED,REFD3BEE46174E4
TX021463,C0487,A0145,32473.99,ZAR,2024-04-02,01:18:39,REVERSAL,Reversal - Ref 532420,ONLINE,COMPLETED,REF05C0ACDE2126
TX021464,C0191,A1368,32120.79,ZAR,2024-04-07,03:48:34,REVERSAL,Reversal - Ref 272411,ONLINE,COMPLETED,REFF268CF2F262F
TX021465,C0562,A0379,5257.08,ZAR,2025-05-27,07:57:51,DEPOSIT,Deposit - Ref 524388,ONLINE,COMPLETED,REFFCA2345818D2
TX021466,,A0846,-3616.63,ZAR,2024-03-23,05:00:54,DEBIT_ORDER,Debit Order - Ref 944891,MOBILE,COMPLETED,REFFC43ACFE7381
TX021467,C0726,A0705,14686.62,ZAR,2025-11-04,19:11:56,REVERSAL,Reversal - Ref 443884,ONLINE,COMPLETED,REFBA832B8E6CEB
TX021468,C0085,A0027,585.72,ZAR,2024-02-17,08:46:53,WITHDRAWAL,Withdrawal - Ref 625694,BRANCH,PENDING,REF21BF32D1DD2A
TX021469,C0183,A0292,960.71,ZAR,2025-02-10,13:34:34,INTEREST,Interest - Ref 848847,ATM,COMPLETED,REF802DF30FE50B
TX021470,C0011,A1446,7822.4,ZAR,2025-09-22,06:24:04,TRANSFER,Transfer - Ref 793107,POS,COMPLETED,REFCFBBD73F74E7
TX021471,C0564,A0484,86.62,ZAR,2026-07-22,12:24:52,WITHDRAWAL,Withdrawal - Ref 930594,POS,COMPLETED,REF72B3F148BBA7
TX021472,C0703,A1464,308.72,ZAR,2026-07-10,04:01:31,DEBIT_ORDER,Debit Order - Ref 254385,MOBILE,COMPLETED,REFB8A00D001576
TX021473,C0228,A0062,1334.95,ZAR,2024-03-14,23:21:29,DEBIT_ORDER,Debit Order - Ref 386516,MOBILE,COMPLETED,REFCF1A1E1EF6D0
TX021474,C0238,A0848,2964.46,ZAR,2026-08-15,00:46:47,TRANSFER,Transfer - Ref 967364,ONLINE,FAILED,REF7A95B3EC44CB
TX021475,C0132,A0777,367.18,ZAR,2024-04-25,08:58:58,DEBIT_ORDER,Debit Order - Ref 118591,MOBILE,COMPLETED,REF341A6B273E02
TX021476,C0064,A0098,862.14,ZAR,2024-07-18,07:23:03,WITHDRAWAL,Withdrawal - Ref 421851,MOBILE,COMPLETED,REFA44C65142401
TX021477,C0620,A0169,1597.44,ZAR,2025-09-23,20:41:19,DEPOSIT,Deposit - Ref 696556,ONLINE,COMPLETED,REF8EA5F61F56D4
TX021478,C0769,A0567,504.23,ZAR,2026-04-11,12:49:08,WITHDRAWAL,Withdrawal - Ref 289878,MOBILE,COMPLETED,REF8AFC1ED5910E
TX021479,C0748,A1135,3750.82,ZAR,2025-10-16,10:30:29,DEBIT_ORDER,Debit Order - Ref 276982,BRANCH,COMPLETED,REF8DC17B18E520
TX021480,C0392,A1226,81.56,ZAR,2024-02-11,10:39:33,FEE,Fee - Ref 484659,POS,PENDING,REF6BECE4D54061
TX021481,C0624,A0335,7068.52,ZAR,2026-07-25,03:18:52,TRANSFER,Transfer - Ref 650593,MOBILE,COMPLETED,REF9E5EDD5BFBDC
TX021482,C0781,A1039,331.47,ZAR,2025-06-19,20:51:15,DEBIT_ORDER,Debit Order - Ref 227592,MOBILE,COMPLETED,REF22090DA3B3F7
TX021483,C0291,A0516,1035.61,ZAR,2026-04-21,12:54:01,DEPOSIT,Deposit - Ref 179763,ONLINE,COMPLETED,REF8D25D30FB84A
TX021484,C0239,A0795,90.01,ZAR,2026-03-24,07:17:31,FEE,Fee - Ref 265826,ONLINE,PENDING,REFD7720EE5DCB5
TX021485,C0132,A0777,441.9,ZAR,2025-01-04,09:38:40,FEE,Fee - Ref 354500,BRANCH,PENDING,REFC62C71D1F01A
TX021486,C0216,A0816,669.54,ZAR,2024-12-04,21:03:16,DEBIT_ORDER,Debit Order - Ref 977096,MOBILE,COMPLETED,REF7425FDC5CE61
TX021487,C0907,A1444,1061.99,ZAR,2025-04-14,11:52:35,DEBIT_ORDER,Debit Order - Ref 771724,MOBILE,COMPLETED,REF58B03042B307
TX021488,C0993,A0382,4611.75,ZAR,2024-05-26,01:13:35,INTEREST,Interest - Ref 851987,ATM,PENDING,REF7D6A1CCCD538
TX021489,C0585,A0196,344.5,ZAR,2024-09-12,22:30:08,WITHDRAWAL,Withdrawal - Ref 106384,BRANCH,COMPLETED,REF14ECF38C968A
TX021490,C0979,A1495,1883.04,ZAR,2024-02-06,11:08:48,WITHDRAWAL,Withdrawal - Ref 109813,MOBILE,COMPLETED,REF00EE85862B77
TX021491,C0495,A1173,3044.48,ZAR,2026-07-14,18:46:37,TRANSFER,Transfer - Ref 177502,BRANCH,COMPLETED,REF13A7C1BE2B16
TX021492,C0716,A0429,95.72,ZAR,2026-04-19,19:24:06,FEE,Fee - Ref 332412,BRANCH,COMPLETED,REFB0D9F0347762
TX021493,C0350,A1490,4041.41,ZAR,2026-04-16,09:05:49,INTEREST,Interest - Ref 410019,MOBILE,COMPLETED,REF7FEFABAC90F2
TX021494,C0363,A0495,1785.23,ZAR,2024-01-19,23:39:00,DEBIT_ORDER,Debit Order - Ref 400802,BRANCH,COMPLETED,REF30CE731FD28D
TX021495,C0587,A0457,270.48,ZAR,2024-01-06,23:55:52,TRANSFER,Transfer - Ref 785530,BRANCH,COMPLETED,REFCB010C57C141
TX021496,C0141,A0377,10414.31,ZAR,2026-05-29,21:35:42,TRANSFER,Transfer - Ref 312547,MOBILE,COMPLETED,REFDD5B2AFFCAC7
TX021497,C0983,A0177,26.3,ZAR,2025-07-30,15:07:10,TRANSFER,Transfer - Ref 797415,MOBILE,COMPLETED,REFE98F490DC378
TX021498,C0800,A0764,33937.42,ZAR,2026-06-07,16:33:35,REVERSAL,Reversal - Ref 794591,POS,COMPLETED,REF5EC63455D1FC
TX021499,C0558,A0751,4684.34,ZAR,2025-09-13,02:59:10,INTEREST,Interest - Ref 108615,MOBILE,COMPLETED,REF056298A882E7
TX021500,C0007,A0024,1531.58,ZAR,2026-02-26,15:09:49,WITHDRAWAL,Withdrawal - Ref 666880,ONLINE,COMPLETED,REF6622582A0B51
TX021501,C0301,A1291,1693.09,ZAR,2026-05-09,01:12:45,WITHDRAWAL,Withdrawal - Ref 531281,ATM,COMPLETED,REF91A52D215476
TX021502,C0391,A0473,445.35,ZAR,2024-02-22,16:02:59,FEE,Fee - Ref 734518,MOBILE,COMPLETED,REF87D148AC531B
TX021503,C0309,A0025,652.7,ZAR,2025-03-09,04:53:40,DEBIT_ORDER,Debit Order - Ref 993469,BRANCH,COMPLETED,REFE2A8A79B2D8A
TX021504,C0339,A0380,10645.69,ZAR,2026-05-23,12:34:26,DEPOSIT,Deposit - Ref 489706,ONLINE,COMPLETED,REF540378BC756A
TX021505,C0413,A1094,2798.68,ZAR,2026-08-26,05:51:29,DEPOSIT,Deposit - Ref 987247,ATM,COMPLETED,REF34EE06F70FEB
TX021506,C0315,A0086,1179.33,ZAR,2026-01-27,15:46:52,INTEREST,Interest - Ref 652400,ATM,COMPLETED,REF0E540945F3AB
